season_id,season_name,season_year,team_id,team_name,matches_played,wins,draws,losses,total_points,points_per_game,goals_for,goals_against,goal_difference,goals_per_game,goals_conceded_per_game,clean_sheets,clean_sheet_percentage,total_xg,xg_per_game,xg_difference,xg_diff_per_game,total_big_chances_created,big_chances_created_per_game,total_big_chances_missed,big_chances_missed_per_game,total_shots,shots_per_game,total_shots_on_target,shots_on_target_per_game,total_shots_inside_box,shots_inside_box_per_game,total_shots_outside_box,shots_outside_box_per_game,total_corners,corners_per_game,avg_dribbles_success_pct,total_hit_woodwork,total_saves,saves_per_game,total_tackles,tackles_per_game,avg_tackles_won_pct,total_interceptions,interceptions_per_game,total_clearances,clearances_per_game,total_blocked_shots,blocked_shots_per_game,total_ball_recoveries,ball_recoveries_per_game,avg_aerial_duels_pct,avg_ground_duels_pct,avg_duels_won_pct,total_errors_lead_to_goal,total_errors_lead_to_shot,avg_possession_pct,total_accurate_passes,total_passes,pass_accuracy_pct,accurate_passes_per_game,total_passes_per_game,total_accurate_long_balls,accurate_long_balls_per_game,total_accurate_crosses,accurate_crosses_per_game,total_final_third_entries,final_third_entries_per_game,total_touches_in_box_possession,touches_in_box_per_game_possession,total_dispossessed,dispossessed_per_game,total_yellow_cards,yellow_cards_per_game,total_red_cards,total_fouls,fouls_per_game,total_offsides,offsides_per_game,total_free_kicks,free_kicks_per_game,last_5_results,points_last_5,wins_last_5,draws_last_5,losses_last_5,goals_for_last_5,goals_against_last_5,halftime_leading_count,halftime_leading_wins,halftime_leading_win_pct,conceded_first_count,points_after_conceding_first,points_pct_after_conceding_first
61236,Ekstraklasa 24/25,24/25,38732,Stal Mielec,33,7,9,17,30,0.91,38,55,-17,1.15,1.67,4,12.1,54.71,1.66,-16.71,-0.51,67,2.03,43,1.30,446,13.52,136,4.12,305,9.24,141,4.27,158,4.79,6.1,15,109,3.30,476,14.42,8.8,296,8.97,850,25.76,127,3.85,1564,47.39,15.6,30.9,50.5,8,19,49.0,10932,13623,80.2,331.3,412.8,818,24.79,204,6.18,1579,47.85,757,22.94,274,8.30,57,1.73,6,368,11.15,50,1.52,370,11.21,WLDDW,8,2,2,1,9,10,8,3,37.5,29,26,29.9
61236,Ekstraklasa 24/25,24/25,3108,Śląsk Wrocław,33,6,11,16,29,0.88,37,52,-15,1.12,1.58,4,12.1,47.40,1.44,-10.40,-0.32,66,2.00,44,1.33,469,14.21,136,4.12,294,8.91,175,5.30,150,4.55,7.8,15,113,3.42,500,15.15,9.2,328,9.94,924,28.00,145,4.39,1626,49.27,16.5,34.3,49.3,7,7,48.2,9443,11984,78.8,286.2,363.2,788,23.88,155,4.70,1628,49.33,779,23.61,279,8.45,72,2.18,2,443,13.42,60,1.82,399,12.09,WLLWL,6,2,0,3,5,8,8,4,50.0,29,26,29.9
61236,Ekstraklasa 24/25,24/25,38729,Puszcza Niepołomice,32,6,9,17,27,0.84,35,59,-24,1.09,1.84,6,18.8,39.65,1.24,-4.65,-0.15,54,1.69,32,1.00,360,11.25,112,3.50,240,7.50,120,3.75,132,4.13,6.1,9,119,3.72,541,16.91,10.6,334,10.44,936,29.25,109,3.41,1486,46.44,22.3,31.9,51.9,3,9,40.1,6472,9101,71.1,202.3,284.4,856,26.75,146,4.56,1670,52.19,700,21.88,181,5.66,82,2.56,4,484,15.13,50,1.56,322,10.06,LLDLD,2,0,2,3,8,19,9,4,44.4,26,18,23.1
52176,Ekstraklasa 23/24,23/24,3108,Śląsk Wrocław,32,18,8,6,62,1.94,48,28,20,1.50,0.88,13,40.6,46.90,1.47,1.10,0.03,67,2.09,36,1.13,389,12.16,146,4.56,227,7.09,162,5.06,117,3.66,8.8,6,80,2.50,434,13.56,8.1,288,9.00,736,23.00,106,3.31,1730,54.06,15.0,34.0,51.2,0,2,44.4,9067,11648,77.8,283.3,364.0,1001,31.28,121,3.78,1673,52.28,81,2.53,270,8.44,71,2.22,4,363,11.34,43,1.34,384,12.00,DWWDD,9,2,3,0,12,5,12,7,58.3,19,28,49.1
52176,Ekstraklasa 23/24,23/24,7691,Jagiellonia Białystok,32,17,9,6,60,1.88,73,41,32,2.28,1.28,9,28.1,60.76,1.90,12.24,0.38,88,2.75,44,1.38,453,14.16,162,5.06,305,9.53,148,4.63,163,5.09,8.1,9,73,2.28,496,15.50,10.0,289,9.03,515,16.09,118,3.69,1690,52.81,12.0,37.2,52.6,0,0,57.9,13749,16276,84.5,429.7,508.6,713,22.28,139,4.34,1783,55.72,133,4.16,224,7.00,64,2.00,2,373,11.66,65,2.03,448,14.00,WWWLL,9,3,0,2,11,6,15,10,66.7,23,39,56.5
52176,Ekstraklasa 23/24,23/24,3106,Legia Warszawa,33,15,11,7,56,1.70,48,39,9,1.45,1.18,9,27.3,53.49,1.62,-5.49,-0.17,68,2.06,41,1.24,491,14.88,143,4.33,307,9.30,184,5.58,195,5.91,7.2,18,46,1.39,448,13.58,8.5,265,8.03,526,15.94,149,4.52,1720,52.12,15.1,34.4,51.8,0,0,56.8,12909,15610,82.7,391.2,473.0,753,22.82,184,5.58,2009,60.88,63,1.91,274,8.30,83,2.52,5,438,13.27,58,1.76,456,13.82,WDDDD,7,1,4,0,8,6,12,6,50.0,24,34,47.2
52176,Ekstraklasa 23/24,23/24,3110,Górnik Zabrze,32,15,8,9,53,1.66,45,37,8,1.41,1.16,10,31.3,42.83,1.34,2.17,0.07,59,1.84,29,0.91,397,12.41,135,4.22,231,7.22,166,5.19,159,4.97,7.3,6,96,3.00,453,14.16,8.7,289,9.03,701,21.91,112,3.50,1686,52.69,11.7,33.3,48.7,1,0,49.3,10813,13347,81.0,337.9,417.1,1061,33.16,101,3.16,1555,48.59,64,2.00,190,5.94,67,2.09,7,417,13.03,25,0.78,396,12.38,LLLLW,3,1,0,4,6,9,14,8,57.1,22,26,39.4
52176,Ekstraklasa 23/24,23/24,3117,Pogoń Szczecin,32,14,7,11,49,1.53,56,37,19,1.75,1.16,10,31.3,57.61,1.80,-1.61,-0.05,83,2.59,52,1.63,516,16.13,159,4.97,327,10.22,189,5.91,191,5.97,5.9,8,85,2.66,360,11.25,7.5,309,9.66,619,19.34,153,4.78,1766,55.19,13.4,26.1,48.7,1,1,55.8,12529,15288,82.0,391.5,477.8,859,26.84,182,5.69,1933,60.41,81,2.53,207,6.47,65,2.03,2,349,10.91,38,1.19,294,9.19,WWLWW,12,4,0,1,5,4,8,4,50.0,22,29,43.9
52176,Ekstraklasa 23/24,23/24,35268,Raków Częstochowa,33,13,10,10,49,1.48,51,39,12,1.55,1.18,10,30.3,60.07,1.82,-9.07,-0.27,77,2.33,49,1.48,474,14.36,162,4.91,311,9.42,163,4.94,196,5.94,9.8,10,75,2.27,414,12.55,7.6,291,8.82,494,14.97,124,3.76,1859,56.33,14.1,35.5,50.0,1,1,55.9,12209,15055,81.1,370.0,456.2,850,25.76,164,4.97,1946,58.97,78,2.36,265,8.03,72,2.18,3,447,13.55,56,1.70,445,13.48,DLWLD,5,1,2,2,4,7,13,9,69.2,23,22,31.9
52176,Ekstraklasa 23/24,23/24,3121,Lech Poznań,32,12,11,9,47,1.47,43,40,3,1.34,1.25,11,34.4,42.09,1.32,0.91,0.03,55,1.72,32,1.00,392,12.25,140,4.38,232,7.25,160,5.00,187,5.84,7.8,10,103,3.22,418,13.06,8.5,265,8.28,532,16.63,112,3.50,1725,53.91,11.2,32.5,48.8,0,0,59.0,13307,15883,83.8,415.8,496.3,1015,31.72,146,4.56,1921,60.03,41,1.28,259,8.09,66,2.06,3,403,12.59,57,1.78,380,11.88,DWDLL,5,1,2,2,4,7,13,8,61.5,21,30,47.6
52176,Ekstraklasa 23/24,23/24,3115,Widzew Łódź,32,12,7,13,43,1.34,41,42,-1,1.28,1.31,7,21.9,42.02,1.31,-1.02,-0.03,56,1.75,36,1.13,423,13.22,137,4.28,243,7.59,180,5.63,181,5.66,6.2,11,98,3.06,478,14.94,9.1,274,8.56,585,18.28,120,3.75,1715,53.59,14.2,31.7,50.5,0,1,52.7,11723,14402,81.4,366.3,450.1,767,23.97,151,4.72,1860,58.13,48,1.50,234,7.31,74,2.31,3,368,11.50,52,1.63,343,10.72,DLDLD,3,0,3,2,6,8,8,5,62.5,25,34,45.3
52176,Ekstraklasa 23/24,23/24,7918,Piast Gliwice,32,9,15,8,42,1.31,37,33,4,1.16,1.03,13,40.6,49.20,1.54,-12.20,-0.38,61,1.91,37,1.16,395,12.34,124,3.88,257,8.03,138,4.31,162,5.06,6.1,7,68,2.13,420,13.13,8.6,241,7.53,573,17.91,114,3.56,1628,50.88,18.5,32.8,49.9,0,0,50.0,10346,13142,78.7,323.3,410.7,768,24.00,144,4.50,1912,59.75,36,1.13,221,6.91,69,2.16,3,406,12.69,44,1.38,420,13.13,LLWWW,9,3,0,2,8,3,8,6,75.0,19,26,45.6
52176,Ekstraklasa 23/24,23/24,38732,Stal Mielec,32,11,8,13,41,1.28,40,46,-6,1.25,1.44,8,25.0,30.85,0.96,9.15,0.29,43,1.34,20,0.63,329,10.28,116,3.63,182,5.69,147,4.59,118,3.69,6.7,9,103,3.22,435,13.59,8.4,243,7.59,703,21.97,85,2.66,1778,55.56,14.1,31.0,48.6,0,0,48.7,10871,13784,78.9,339.7,430.8,815,25.47,116,3.63,1652,51.63,54,1.69,240,7.50,61,1.91,4,371,11.59,34,1.06,350,10.94,LLWWD,7,2,1,2,7,9,7,5,71.4,24,32,44.4
52176,Ekstraklasa 23/24,23/24,3113,Zagłębie Lubin,32,11,8,13,41,1.28,39,48,-9,1.22,1.50,9,28.1,45.82,1.43,-6.82,-0.21,59,1.84,33,1.03,471,14.72,152,4.75,280,8.75,191,5.97,170,5.31,6.8,6,102,3.19,398,12.44,7.5,337,10.53,572,17.88,130,4.06,1678,52.44,14.8,31.6,50.7,0,0,50.2,11671,14383,81.1,364.7,449.5,859,26.84,147,4.59,1665,52.03,55,1.72,235,7.34,59,1.84,6,349,10.91,51,1.59,407,12.72,LWDWD,8,2,2,1,12,7,13,5,38.5,23,19,27.5
52176,Ekstraklasa 23/24,23/24,38729,Puszcza Niepołomice,32,9,13,10,40,1.25,36,42,-6,1.13,1.31,8,25.0,39.06,1.22,-3.06,-0.10,46,1.44,24,0.75,344,10.75,108,3.38,232,7.25,112,3.50,139,4.34,4.5,11,114,3.56,489,15.28,10.1,309,9.66,818,25.56,98,3.06,1466,45.81,23.4,31.5,49.1,0,0,38.0,5830,8594,67.8,182.2,268.6,795,24.84,161,5.03,1581,49.41,79,2.47,188,5.88,93,2.91,4,505,15.78,53,1.66,364,11.38,WWWLL,9,3,0,2,4,3,11,3,27.3,24,20,27.8
52176,Ekstraklasa 23/24,23/24,4901,Cracovia,33,8,14,11,38,1.15,43,44,-1,1.30,1.33,10,30.3,45.65,1.38,-2.65,-0.08,54,1.64,32,0.97,461,13.97,131,3.97,274,8.30,187,5.67,171,5.18,7.1,16,90,2.73,461,13.97,9.0,301,9.12,718,21.76,149,4.52,1750,53.03,19.5,31.1,52.4,1,2,44.8,8878,11730,75.7,269.0,355.5,871,26.39,166,5.03,1870,56.67,97,2.94,211,6.39,68,2.06,3,431,13.06,50,1.52,346,10.48,LWLWW,9,3,0,2,7,6,12,7,58.3,23,21,30.4
52176,Ekstraklasa 23/24,23/24,5065,MKS Korona Kielce,33,8,13,12,37,1.12,39,43,-4,1.18,1.30,7,21.2,46.20,1.40,-7.20,-0.22,55,1.67,30,0.91,454,13.76,133,4.03,251,7.61,203,6.15,160,4.85,8.0,6,85,2.58,577,17.48,11.3,313,9.48,614,18.61,141,4.27,1810,54.85,16.6,38.7,50.5,0,0,49.4,9496,12540,75.7,287.8,380.0,1017,30.82,146,4.42,1931,58.52,78,2.36,227,6.88,69,2.09,1,440,13.33,56,1.70,452,13.70,DWLLW,7,2,1,2,6,6,8,5,62.5,26,20,25.6
52176,Ekstraklasa 23/24,23/24,7295,Radomiak Radom,32,9,8,15,35,1.09,39,56,-17,1.22,1.75,6,18.8,50.39,1.57,-11.39,-0.36,65,2.03,47,1.47,457,14.28,133,4.16,308,9.63,149,4.66,169,5.28,7.1,15,82,2.56,417,13.03,8.8,295,9.22,627,19.59,125,3.91,1644,51.38,18.4,33.7,50.7,1,0,48.6,8914,11531,77.3,278.6,360.3,796,24.88,189,5.91,1711,53.47,38,1.19,212,6.63,86,2.69,7,422,13.19,48,1.50,452,14.13,DLDDD,4,0,4,1,7,11,8,4,50.0,26,22,28.2
52176,Ekstraklasa 23/24,23/24,7922,Warta Poznań,32,8,10,14,34,1.06,31,42,-11,0.97,1.31,8,25.0,31.96,1.00,-0.96,-0.03,33,1.03,21,0.66,306,9.56,97,3.03,188,5.88,118,3.69,104,3.25,5.8,9,95,2.97,504,15.75,10.0,338,10.56,736,23.00,90,2.81,1720,53.75,22.1,32.3,49.3,0,2,41.7,7683,10874,70.7,240.1,339.8,753,23.53,123,3.84,1929,60.28,68,2.13,230,7.19,73,2.28,2,488,15.25,40,1.25,354,11.06,LDLWL,4,1,1,3,2,8,10,6,60.0,24,27,37.5
52176,Ekstraklasa 23/24,23/24,3105,Ruch Chorzów,32,5,14,13,29,0.91,37,53,-16,1.16,1.66,7,21.9,43.20,1.35,-6.20,-0.19,50,1.56,30,0.94,411,12.84,117,3.66,244,7.63,167,5.22,145,4.53,6.4,10,98,3.06,461,14.41,8.8,307,9.59,719,22.47,125,3.91,1659,51.84,16.8,33.3,49.1,0,2,47.8,9121,11984,76.1,285.0,374.5,780,24.38,150,4.69,1602,50.06,53,1.66,213,6.66,68,2.13,5,408,12.75,35,1.09,412,12.88,WLDWD,8,2,2,1,9,5,6,4,66.7,25,28,37.3
52176,Ekstraklasa 23/24,23/24,3123,ŁKS Łódź,32,6,6,20,24,0.75,34,70,-36,1.06,2.19,2,6.3,37.54,1.17,-3.54,-0.11,40,1.25,21,0.66,362,11.31,108,3.38,193,6.03,169,5.28,127,3.97,8.5,5,114,3.56,473,14.78,9.4,304,9.50,718,22.44,109,3.41,1706,53.31,12.9,35.6,47.3,1,1,48.6,10340,12932,80.0,323.1,404.1,847,26.47,94,2.94,1584,49.50,35,1.09,265,8.28,82,2.56,5,450,14.06,45,1.41,404,12.63,WLLDL,4,1,1,3,6,14,5,3,60.0,30,22,24.4
42004,Ekstraklasa 22/23,22/23,35268,Raków Częstochowa,33,22,6,5,72,2.18,62,24,38,1.88,0.73,16,48.5,61.49,1.86,0.51,0.02,82,2.48,49,1.48,468,14.18,154,4.67,302,9.15,166,5.03,195,5.91,9.7,11,62,1.88,447,13.55,8.2,363,11.00,412,12.48,129,3.91,54,1.64,15.6,36.5,50.8,0,0,53.5,11627,14590,79.7,352.3,442.1,884,26.79,150,4.55,1979,59.97,0,0.00,306,9.27,77,2.33,3,463,14.03,62,1.88,443,13.42,LDDLW,5,1,2,2,7,5,15,9,60.0,17,21,41.2
42004,Ekstraklasa 22/23,22/23,3106,Legia Warszawa,33,19,8,6,65,1.97,56,36,20,1.70,1.09,12,36.4,51.48,1.56,4.52,0.14,71,2.15,42,1.27,489,14.82,161,4.88,276,8.36,213,6.45,184,5.58,7.3,15,86,2.61,510,15.45,9.8,338,10.24,546,16.55,122,3.70,112,3.39,12.9,35.9,51.9,0,0,58.7,13510,16255,83.1,409.4,492.6,899,27.24,178,5.39,1808,54.79,0,0.00,266,8.06,80,2.42,3,396,12.00,64,1.94,440,13.33,WLWLW,9,3,0,2,11,5,14,6,42.9,21,24,38.1
42004,Ekstraklasa 22/23,22/23,3121,Lech Poznań,33,17,10,6,61,1.85,51,27,24,1.55,0.82,16,48.5,55.85,1.69,-4.85,-0.15,81,2.45,53,1.61,527,15.97,193,5.85,305,9.24,222,6.73,189,5.73,9.5,15,77,2.33,467,14.15,8.8,323,9.79,445,13.48,140,4.24,55,1.67,10.9,35.7,49.5,0,0,60.3,14387,17072,84.3,436.0,517.3,1163,35.24,130,3.94,2061,62.45,0,0.00,267,8.09,73,2.21,2,442,13.39,45,1.36,403,12.21,WDDWD,9,2,3,0,10,1,12,8,66.7,17,29,56.9
42004,Ekstraklasa 22/23,22/23,3117,Pogoń Szczecin,33,16,9,8,57,1.73,55,45,10,1.67,1.36,8,24.2,60.93,1.85,-5.93,-0.18,71,2.15,39,1.18,516,15.64,175,5.30,313,9.48,203,6.15,206,6.24,9.9,15,77,2.33,473,14.33,9.2,312,9.45,516,15.64,150,4.55,115,3.48,12.2,34.5,50.2,0,0,58.1,13222,16190,81.7,400.7,490.6,867,26.27,138,4.18,1965,59.55,0,0.00,311,9.42,70,2.12,1,382,11.58,48,1.45,341,10.33,WLWWW,12,4,0,1,10,5,11,8,72.7,25,37,49.3
42004,Ekstraklasa 22/23,22/23,7918,Piast Gliwice,33,15,8,10,53,1.61,37,30,7,1.12,0.91,10,30.3,39.23,1.19,-2.23,-0.07,54,1.64,32,0.97,355,10.76,105,3.18,238,7.21,117,3.55,133,4.03,5.9,10,75,2.27,489,14.82,9.4,341,10.33,628,19.03,83,2.52,0,0.00,18.3,34.8,50.8,0,0,45.5,9559,12610,75.8,289.7,382.1,846,25.64,149,4.52,1905,57.73,0,0.00,224,6.79,63,1.91,2,421,12.76,57,1.73,442,13.39,WWWDL,10,3,1,1,4,3,9,4,44.4,23,32,46.4
42004,Ekstraklasa 22/23,22/23,3110,Górnik Zabrze,33,13,9,11,48,1.45,45,41,4,1.36,1.24,11,33.3,49.27,1.49,-4.27,-0.13,59,1.79,34,1.03,453,13.73,146,4.42,280,8.48,173,5.24,172,5.21,8.4,15,105,3.18,560,16.97,10.4,417,12.64,541,16.39,133,4.03,119,3.61,13.8,36.3,49.9,0,0,54.6,12464,15554,80.1,377.7,471.3,1058,32.06,149,4.52,2004,60.73,0,0.00,252,7.64,90,2.73,2,449,13.61,70,2.12,366,11.09,WWDWD,11,3,2,0,8,3,10,5,50.0,22,20,30.3
42004,Ekstraklasa 22/23,22/23,7922,Warta Poznań,32,12,9,11,45,1.41,37,30,7,1.16,0.94,12,37.5,35.57,1.11,1.43,0.04,52,1.63,30,0.94,356,11.13,111,3.47,215,6.72,141,4.41,141,4.41,7.3,8,67,2.09,429,13.41,7.8,416,13.00,614,19.19,99,3.09,75,2.34,21.2,32.4,51.5,0,0,45.5,9393,12508,75.1,293.5,390.9,767,23.97,128,4.00,1860,58.13,0,0.00,230,7.19,69,2.16,1,416,13.00,47,1.47,380,11.88,LLDLL,1,0,1,4,3,9,9,3,33.3,20,12,20.0
42004,Ekstraklasa 22/23,22/23,3113,Zagłębie Lubin,33,12,8,13,44,1.33,35,44,-9,1.06,1.33,8,24.2,47.94,1.45,-12.94,-0.39,57,1.73,40,1.21,481,14.58,161,4.88,280,8.48,201,6.09,180,5.45,8.0,9,85,2.58,450,13.64,8.0,324,9.82,688,20.85,125,3.79,50,1.52,13.8,32.5,48.7,0,0,47.3,9905,12875,76.9,300.2,390.2,802,24.30,152,4.61,1842,55.82,0,0.00,226,6.85,49,1.48,2,405,12.27,39,1.18,363,11.00,WWDDW,11,3,2,0,9,2,8,3,37.5,25,29,38.7
42004,Ekstraklasa 22/23,22/23,7295,Radomiak Radom,33,12,7,14,43,1.30,33,40,-7,1.00,1.21,9,27.3,39.91,1.21,-6.91,-0.21,52,1.58,35,1.06,424,12.85,124,3.76,272,8.24,152,4.61,152,4.61,6.9,11,108,3.27,478,14.48,8.5,339,10.27,601,18.21,112,3.39,59,1.79,15.8,36.3,50.8,0,0,46.5,8686,11625,74.7,263.2,352.3,963,29.18,169,5.12,1924,58.30,0,0.00,230,6.97,82,2.48,3,433,13.12,45,1.36,501,15.18,LWDDD,6,1,3,1,6,7,9,4,44.4,24,25,34.7
42004,Ekstraklasa 22/23,22/23,5065,MKS Korona Kielce,32,11,7,14,40,1.25,38,45,-7,1.19,1.41,8,25.0,45.13,1.41,-7.13,-0.22,53,1.66,31,0.97,446,13.94,149,4.66,257,8.03,189,5.91,179,5.59,6.0,13,90,2.81,495,15.47,9.2,379,11.84,718,22.44,109,3.41,49,1.53,14.3,33.3,48.0,0,0,40.9,6929,9742,71.1,216.5,304.4,806,25.19,169,5.28,1654,51.69,0,0.00,246,7.69,80,2.50,3,458,14.31,46,1.44,380,11.88,DDLWL,5,1,2,2,6,7,10,6,60.0,24,30,41.7
42004,Ekstraklasa 22/23,22/23,4901,Cracovia,32,10,10,12,40,1.25,37,35,2,1.16,1.09,10,31.3,42.57,1.33,-5.57,-0.17,56,1.75,35,1.09,443,13.84,132,4.13,283,8.84,160,5.00,156,4.88,6.8,13,81,2.53,444,13.88,8.1,344,10.75,652,20.38,115,3.59,59,1.84,18.3,31.1,50.6,0,0,44.9,8515,11408,74.6,266.1,356.5,870,27.19,166,5.19,1786,55.81,0,0.00,220,6.88,70,2.19,3,395,12.34,36,1.13,335,10.47,WWDLL,7,2,1,2,5,6,9,7,77.8,22,20,30.3
42004,Ekstraklasa 22/23,22/23,38732,Stal Mielec,33,10,10,13,40,1.21,34,40,-6,1.03,1.21,11,33.3,34.79,1.05,-0.79,-0.02,44,1.33,24,0.73,372,11.27,110,3.33,209,6.33,163,4.94,129,3.91,6.8,5,105,3.18,480,14.55,8.9,303,9.18,639,19.36,110,3.33,63,1.91,13.9,36.4,52.1,0,0,49.0,10368,13499,76.8,314.2,409.1,819,24.82,132,4.00,1757,53.24,0,0.00,245,7.42,58,1.76,3,397,12.03,44,1.33,497,15.06,WLLWW,9,3,0,2,3,3,10,4,40.0,22,17,25.8
42004,Ekstraklasa 22/23,22/23,7691,Jagiellonia Białystok,32,8,14,10,38,1.19,46,47,-1,1.44,1.47,4,12.5,45.16,1.41,0.84,0.03,58,1.81,34,1.06,388,12.13,132,4.13,248,7.75,140,4.38,120,3.75,7.2,11,126,3.94,513,16.03,9.5,370,11.56,727,22.72,99,3.09,43,1.34,15.1,34.9,49.8,0,0,47.0,9211,12230,75.3,287.8,382.2,762,23.81,118,3.69,1588,49.63,0,0.00,260,8.13,88,2.75,6,430,13.44,81,2.53,382,11.94,LLLLW,3,1,0,4,6,10,9,6,66.7,28,44,52.4
42004,Ekstraklasa 22/23,22/23,3115,Widzew Łódź,32,10,8,14,38,1.19,35,45,-10,1.09,1.41,11,34.4,47.95,1.50,-12.95,-0.40,63,1.97,39,1.22,435,13.59,124,3.88,270,8.44,165,5.16,173,5.41,8.9,18,98,3.06,433,13.53,7.6,334,10.44,695,21.72,121,3.78,51,1.59,13.8,32.9,49.2,0,0,49.2,10340,13178,78.5,323.1,411.8,824,25.75,166,5.19,1615,50.47,0,0.00,256,8.00,46,1.44,0,365,11.41,57,1.78,339,10.59,DLDDL,3,0,3,2,4,11,5,4,80.0,21,22,34.9
42004,Ekstraklasa 22/23,22/23,3108,Śląsk Wrocław,33,9,10,14,37,1.12,35,48,-13,1.06,1.45,5,15.2,33.95,1.03,1.05,0.03,49,1.48,31,0.94,355,10.76,124,3.76,200,6.06,155,4.70,142,4.30,10.1,7,84,2.55,460,13.94,8.4,349,10.58,598,18.12,79,2.39,49,1.48,13.6,36.1,50.5,0,0,47.6,10141,13059,77.7,307.3,395.7,997,30.21,114,3.45,1781,53.97,0,0.00,276,8.36,79,2.39,4,395,11.97,43,1.30,400,12.12,LWWWD,10,3,1,1,9,8,6,5,83.3,28,33,39.3
42004,Ekstraklasa 22/23,22/23,3122,Wisła Płock,32,8,7,17,31,0.97,34,50,-16,1.06,1.56,5,15.6,37.08,1.16,-3.08,-0.10,47,1.47,28,0.88,384,12.00,117,3.66,225,7.03,159,4.97,145,4.53,6.8,10,121,3.78,501,15.66,10.0,291,9.09,636,19.88,110,3.44,61,1.91,12.5,34.8,49.5,0,0,55.0,11779,14706,80.1,368.1,459.6,853,26.66,126,3.94,1725,53.91,0,0.00,207,6.47,67,2.09,4,384,12.00,72,2.25,400,12.50,LDLLL,1,0,1,4,2,10,9,3,33.3,27,24,29.6
42004,Ekstraklasa 22/23,22/23,7913,KS Lechia Gdańsk,33,8,6,19,30,0.91,29,50,-21,0.88,1.52,11,33.3,36.90,1.12,-7.90,-0.24,38,1.15,17,0.52,379,11.48,109,3.30,232,7.03,147,4.45,154,4.67,6.8,9,116,3.52,471,14.27,8.8,320,9.70,610,18.48,107,3.24,62,1.88,13.8,33.2,48.9,0,0,52.5,11338,14097,80.4,343.6,427.2,850,25.76,156,4.73,1757,53.24,0,0.00,284,8.61,69,2.09,1,383,11.61,73,2.21,378,11.45,LWWDL,7,2,1,2,3,7,3,0,0.0,22,15,22.7
42004,Ekstraklasa 22/23,22/23,35330,Miedź Legnica,33,4,10,19,22,0.67,32,54,-22,0.97,1.64,4,12.1,35.45,1.07,-3.45,-0.10,45,1.36,28,0.85,381,11.55,109,3.30,230,6.97,151,4.58,120,3.64,7.2,10,131,3.97,510,15.45,8.8,416,12.61,686,20.79,94,2.85,67,2.03,15.6,32.9,47.3,0,0,43.3,8993,12073,74.5,272.5,365.8,846,25.64,130,3.94,1813,54.94,0,0.00,236,7.15,98,2.97,4,460,13.94,71,2.15,346,10.48,LLLDW,4,1,1,3,5,9,6,3,50.0,29,22,25.3
37062,Ekstraklasa 21/22,21/22,3121,Lech Poznań,32,21,7,4,70,2.19,64,23,41,2.00,0.72,14,43.8,0,0.00,64.00,2.00,84,2.63,46,1.44,584,18.25,203,6.34,350,10.94,234,7.31,211,6.59,7.5,16,49,1.53,413,12.91,8.2,344,10.75,447,13.97,154,4.81,0,0.00,14.9,30.8,49.7,0,0,56.1,12454,15401,80.9,389.2,481.3,1159,36.22,135,4.22,2122,66.31,0,0.00,243,7.59,50,1.56,1,406,12.69,49,1.53,341,10.66,WDDWW,11,3,2,0,12,4,13,8,61.5,18,29,53.7
37062,Ekstraklasa 21/22,21/22,35268,Raków Częstochowa,33,19,9,5,66,2.00,57,28,29,1.73,0.85,14,42.4,0,0.00,57.00,1.73,84,2.55,49,1.48,488,14.79,184,5.58,332,10.06,156,4.73,203,6.15,9.5,11,80,2.42,450,13.64,8.0,377,11.42,526,15.94,103,3.12,0,0.00,17.4,38.4,51.9,0,0,48.9,9905,12854,77.1,300.2,389.5,749,22.70,172,5.21,1902,57.64,0,0.00,336,10.18,75,2.27,4,444,13.45,58,1.76,514,15.58,WLLWD,7,2,1,2,8,4,13,6,46.2,19,20,35.1
37062,Ekstraklasa 21/22,21/22,3117,Pogoń Szczecin,33,17,11,5,62,1.88,61,31,30,1.85,0.94,9,27.3,0,0.00,61.00,1.85,74,2.24,40,1.21,500,15.15,173,5.24,347,10.52,153,4.64,207,6.27,7.6,8,79,2.39,481,14.58,9.3,370,11.21,583,17.67,126,3.82,0,0.00,15.6,34.4,50.3,0,0,55.0,11652,14658,79.5,353.1,444.2,847,25.67,180,5.45,1956,59.27,0,0.00,273,8.27,62,1.88,3,385,11.67,59,1.79,417,12.64,LWWWD,10,3,1,1,7,6,16,9,56.3,24,47,65.3
37062,Ekstraklasa 21/22,21/22,7913,KS Lechia Gdańsk,33,16,8,9,56,1.70,51,38,13,1.55,1.15,12,36.4,0,0.00,51.00,1.55,73,2.21,46,1.39,470,14.24,152,4.61,293,8.88,177,5.36,211,6.39,7.8,13,107,3.24,463,14.03,8.2,385,11.67,618,18.73,118,3.58,0,0.00,16.2,33.5,48.5,0,0,54.2,11242,14301,78.6,340.7,433.4,886,26.85,167,5.06,1825,55.30,0,0.00,258,7.82,73,2.21,1,495,15.00,56,1.70,401,12.15,LLWWW,9,3,0,2,7,7,15,11,73.3,21,26,41.3
