team_id,team_name,season_id,season_name,season_year,matches_played,total_goals_conceded,goals_conceded_per_game,clean_sheets,clean_sheet_pct,total_saves,saves_per_game,total_tackles,tackles_per_game,avg_tackles_won_pct,total_interceptions,interceptions_per_game,total_clearances,clearances_per_game,total_blocked_shots,blocked_shots_per_game,total_ball_recoveries,ball_recoveries_per_game,avg_aerial_duels_pct,avg_ground_duels_pct,avg_duels_won_pct,total_errors_lead_to_goal,total_errors_lead_to_shot
3121,Lech Poznań,17361,Ekstraklasa 18/19,18/19,37,48,1.30,10,27.0,113,3.05,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5064,MZKS Arka Gdynia,17361,Ekstraklasa 18/19,18/19,37,51,1.38,9,24.3,115,3.11,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,17361,Ekstraklasa 18/19,18/19,37,52,1.41,9,24.3,106,2.86,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,17361,Ekstraklasa 18/19,18/19,37,53,1.43,9,24.3,107,2.89,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,17361,Ekstraklasa 18/19,18/19,37,54,1.46,8,21.6,91,2.46,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,17361,Ekstraklasa 18/19,18/19,37,54,1.46,10,27.0,89,2.41,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3122,Wisła Płock,17361,Ekstraklasa 18/19,18/19,37,58,1.57,6,16.2,94,2.54,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,17361,Ekstraklasa 18/19,18/19,37,63,1.70,7,18.9,130,3.51,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
35330,Miedź Legnica,17361,Ekstraklasa 18/19,18/19,37,65,1.76,8,21.6,119,3.22,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7693,Zagłębie Sosnowiec,17361,Ekstraklasa 18/19,18/19,37,80,2.16,4,10.8,145,3.92,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,13350,Ekstraklasa 17/18,17/18,37,34,0.92,15,40.5,82,2.22,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,13350,Ekstraklasa 17/18,17/18,37,35,0.95,15,40.5,117,3.16,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,13350,Ekstraklasa 17/18,17/18,37,41,1.11,14,37.8,88,2.38,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,13350,Ekstraklasa 17/18,17/18,37,42,1.14,14,37.8,112,3.03,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,13350,Ekstraklasa 17/18,17/18,37,42,1.14,13,35.1,120,3.24,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3122,Wisła Płock,13350,Ekstraklasa 17/18,17/18,37,45,1.22,11,29.7,86,2.32,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7918,Piast Gliwice,13350,Ekstraklasa 17/18,17/18,36,45,1.25,11,30.6,97,2.69,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5064,MZKS Arka Gdynia,13350,Ekstraklasa 17/18,17/18,37,48,1.30,13,35.1,116,3.14,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,13350,Ekstraklasa 17/18,17/18,37,52,1.41,8,21.6,118,3.19,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
36766,Sandecja Nowy Sącz,13350,Ekstraklasa 17/18,17/18,37,54,1.46,6,16.2,128,3.46,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,13350,Ekstraklasa 17/18,17/18,37,54,1.46,12,32.4,97,2.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,13350,Ekstraklasa 17/18,17/18,37,54,1.46,10,27.0,82,2.22,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,13350,Ekstraklasa 17/18,17/18,37,54,1.46,8,21.6,115,3.11,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,13350,Ekstraklasa 17/18,17/18,36,54,1.50,6,16.7,102,2.83,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,13350,Ekstraklasa 17/18,17/18,37,58,1.57,8,21.6,111,3.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
36851,Bruk-Bet Termalica Nieciecza,13350,Ekstraklasa 17/18,17/18,37,66,1.78,5,13.5,105,2.84,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,11734,Ekstraklasa 16/17,16/17,37,29,0.78,20,54.1,108,2.92,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,11734,Ekstraklasa 16/17,16/17,37,31,0.84,18,48.6,106,2.86,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,11734,Ekstraklasa 16/17,16/17,37,37,1.00,14,37.8,126,3.41,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,11734,Ekstraklasa 16/17,16/17,37,39,1.05,14,37.8,79,2.14,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,11734,Ekstraklasa 16/17,16/17,37,45,1.22,9,24.3,100,2.70,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,11734,Ekstraklasa 16/17,16/17,37,52,1.41,11,29.7,123,3.32,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,11734,Ekstraklasa 16/17,16/17,37,52,1.41,8,21.6,104,2.81,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,11734,Ekstraklasa 16/17,16/17,37,54,1.46,6,16.2,88,2.38,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7918,Piast Gliwice,11734,Ekstraklasa 16/17,16/17,37,54,1.46,9,24.3,134,3.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
36851,Bruk-Bet Termalica Nieciecza,11734,Ekstraklasa 16/17,16/17,37,55,1.49,9,24.3,125,3.38,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3122,Wisła Płock,11734,Ekstraklasa 16/17,16/17,37,57,1.54,8,21.6,137,3.70,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,11734,Ekstraklasa 16/17,16/17,37,57,1.54,8,21.6,127,3.43,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5064,MZKS Arka Gdynia,11734,Ekstraklasa 16/17,16/17,37,60,1.62,9,24.3,105,2.84,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,11734,Ekstraklasa 16/17,16/17,37,62,1.68,7,18.9,123,3.32,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3125,Górnik Łęczna,11734,Ekstraklasa 16/17,16/17,37,63,1.70,10,27.0,146,3.95,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,11734,Ekstraklasa 16/17,16/17,37,65,1.76,8,21.6,116,3.14,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,10361,Ekstraklasa 15/16,15/16,36,31,0.86,14,38.9,111,3.08,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,10361,Ekstraklasa 15/16,15/16,35,39,1.11,11,31.4,106,3.03,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,10361,Ekstraklasa 15/16,15/16,35,41,1.17,11,31.4,73,2.09,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,10361,Ekstraklasa 15/16,15/16,36,42,1.17,8,22.2,137,3.81,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,10361,Ekstraklasa 15/16,15/16,36,42,1.17,11,30.6,119,3.31,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,10361,Ekstraklasa 15/16,15/16,35,43,1.23,10,28.6,127,3.63,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7918,Piast Gliwice,10361,Ekstraklasa 15/16,15/16,35,43,1.23,13,37.1,125,3.57,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,10361,Ekstraklasa 15/16,15/16,35,43,1.23,7,20.0,114,3.26,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,10361,Ekstraklasa 15/16,15/16,35,44,1.26,11,31.4,100,2.86,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
36851,Bruk-Bet Termalica Nieciecza,10361,Ekstraklasa 15/16,15/16,35,47,1.34,10,28.6,118,3.37,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,10361,Ekstraklasa 15/16,15/16,36,50,1.39,8,22.2,126,3.50,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,10361,Ekstraklasa 15/16,15/16,35,49,1.40,9,25.7,96,2.74,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3125,Górnik Łęczna,10361,Ekstraklasa 15/16,15/16,36,53,1.47,9,25.0,103,2.86,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,10361,Ekstraklasa 15/16,15/16,35,58,1.66,9,25.7,133,3.80,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,10361,Ekstraklasa 15/16,15/16,35,59,1.69,9,25.7,83,2.37,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7919,Podbeskidzie Bielsko-Biała,10361,Ekstraklasa 15/16,15/16,36,62,1.72,8,22.2,168,4.67,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,8206,Ekstraklasa 14/15,14/15,37,33,0.89,13,35.1,94,2.54,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,8206,Ekstraklasa 14/15,14/15,37,33,0.89,18,48.6,105,2.84,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,8206,Ekstraklasa 14/15,14/15,37,43,1.16,11,29.7,101,2.73,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,8206,Ekstraklasa 14/15,14/15,37,44,1.19,11,29.7,159,4.30,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,8206,Ekstraklasa 14/15,14/15,37,44,1.19,10,27.0,97,2.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,8206,Ekstraklasa 14/15,14/15,37,46,1.24,12,32.4,122,3.30,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3125,Górnik Łęczna,8206,Ekstraklasa 14/15,14/15,37,46,1.24,8,21.6,112,3.03,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,8206,Ekstraklasa 14/15,14/15,37,47,1.27,12,32.4,86,2.32,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,8206,Ekstraklasa 14/15,14/15,37,48,1.30,7,18.9,95,2.57,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,8206,Ekstraklasa 14/15,14/15,37,52,1.41,7,18.9,137,3.70,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,8206,Ekstraklasa 14/15,14/15,37,55,1.49,6,16.2,113,3.05,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7918,Piast Gliwice,8206,Ekstraklasa 14/15,14/15,37,56,1.51,9,24.3,145,3.92,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,8206,Ekstraklasa 14/15,14/15,37,60,1.62,8,21.6,101,2.73,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3128,GKS Bełchatów,8206,Ekstraklasa 14/15,14/15,37,60,1.62,9,24.3,134,3.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7919,Podbeskidzie Bielsko-Biała,8206,Ekstraklasa 14/15,14/15,37,60,1.62,8,21.6,114,3.08,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
35329,Zawisza Bydgoszcz,8206,Ekstraklasa 14/15,14/15,37,63,1.70,8,21.6,102,2.76,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,6261,Ekstraklasa 13/14,13/14,36,31,0.86,15,41.7,75,2.08,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,6261,Ekstraklasa 13/14,13/14,37,40,1.08,11,29.7,60,1.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,6261,Ekstraklasa 13/14,13/14,37,41,1.11,15,40.5,72,1.95,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,6261,Ekstraklasa 13/14,13/14,37,41,1.11,14,37.8,92,2.49,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7919,Podbeskidzie Bielsko-Biała,6261,Ekstraklasa 13/14,13/14,37,45,1.22,16,43.2,92,2.49,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,6261,Ekstraklasa 13/14,13/14,37,46,1.24,15,40.5,104,2.81,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,6261,Ekstraklasa 13/14,13/14,37,48,1.30,11,29.7,67,1.81,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
35329,Zawisza Bydgoszcz,6261,Ekstraklasa 13/14,13/14,37,48,1.30,9,24.3,88,2.38,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,6261,Ekstraklasa 13/14,13/14,37,50,1.35,9,24.3,75,2.03,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,6261,Ekstraklasa 13/14,13/14,37,51,1.38,7,18.9,83,2.24,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,6261,Ekstraklasa 13/14,13/14,37,56,1.51,8,21.6,101,2.73,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,6261,Ekstraklasa 13/14,13/14,37,56,1.51,7,18.9,91,2.46,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7918,Piast Gliwice,6261,Ekstraklasa 13/14,13/14,37,56,1.51,11,29.7,97,2.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,6261,Ekstraklasa 13/14,13/14,37,57,1.54,8,21.6,111,3.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3115,Widzew Łódź,6261,Ekstraklasa 13/14,13/14,37,59,1.59,4,10.8,80,2.16,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,6261,Ekstraklasa 13/14,13/14,36,58,1.61,7,19.4,85,2.36,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,4634,Ekstraklasa 12/13,12/13,30,22,0.73,14,46.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,4634,Ekstraklasa 12/13,12/13,30,22,0.73,17,56.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,4634,Ekstraklasa 12/13,12/13,30,31,1.03,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3119,Polonia Warszawa,4634,Ekstraklasa 12/13,12/13,30,34,1.13,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,4634,Ekstraklasa 12/13,12/13,30,35,1.17,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,4634,Ekstraklasa 12/13,12/13,30,37,1.23,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,4634,Ekstraklasa 12/13,12/13,30,37,1.23,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3128,GKS Bełchatów,4634,Ekstraklasa 12/13,12/13,30,38,1.27,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3117,Pogoń Szczecin,4634,Ekstraklasa 12/13,12/13,30,39,1.30,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3115,Widzew Łódź,4634,Ekstraklasa 12/13,12/13,30,41,1.37,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7918,Piast Gliwice,4634,Ekstraklasa 12/13,12/13,30,41,1.37,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,4634,Ekstraklasa 12/13,12/13,30,42,1.40,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7919,Podbeskidzie Bielsko-Biała,4634,Ekstraklasa 12/13,12/13,30,43,1.43,4,13.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,4634,Ekstraklasa 12/13,12/13,30,43,1.43,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,4634,Ekstraklasa 12/13,12/13,30,45,1.50,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,4634,Ekstraklasa 12/13,12/13,30,48,1.60,4,13.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,3411,Ekstraklasa 11/12,11/12,30,17,0.57,17,56.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,3411,Ekstraklasa 11/12,11/12,30,22,0.73,16,53.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,3411,Ekstraklasa 11/12,11/12,30,26,0.87,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3115,Widzew Łódź,3411,Ekstraklasa 11/12,11/12,30,26,0.87,13,43.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,3411,Ekstraklasa 11/12,11/12,30,28,0.93,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,3411,Ekstraklasa 11/12,11/12,30,29,0.97,14,46.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,3411,Ekstraklasa 11/12,11/12,30,30,1.00,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,3411,Ekstraklasa 11/12,11/12,30,30,1.00,11,36.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,3411,Ekstraklasa 11/12,11/12,30,31,1.03,11,36.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3119,Polonia Warszawa,3411,Ekstraklasa 11/12,11/12,30,32,1.07,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3128,GKS Bełchatów,3411,Ekstraklasa 11/12,11/12,30,36,1.20,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7919,Podbeskidzie Bielsko-Biała,3411,Ekstraklasa 11/12,11/12,30,39,1.30,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,3411,Ekstraklasa 11/12,11/12,30,41,1.37,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,3411,Ekstraklasa 11/12,11/12,30,42,1.40,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,3411,Ekstraklasa 11/12,11/12,30,45,1.50,6,20.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3123,ŁKS Łódź,3411,Ekstraklasa 11/12,11/12,30,53,1.77,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,2737,Ekstraklasa 10/11,10/11,30,23,0.77,13,43.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3119,Polonia Warszawa,2737,Ekstraklasa 10/11,10/11,30,26,0.87,14,46.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,2737,Ekstraklasa 10/11,10/11,30,29,0.97,14,46.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,2737,Ekstraklasa 10/11,10/11,30,32,1.07,13,43.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,2737,Ekstraklasa 10/11,10/11,30,32,1.07,13,43.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3128,GKS Bełchatów,2737,Ekstraklasa 10/11,10/11,30,33,1.10,12,40.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3115,Widzew Łódź,2737,Ekstraklasa 10/11,10/11,30,34,1.13,6,20.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,2737,Ekstraklasa 10/11,10/11,30,34,1.13,11,36.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,2737,Ekstraklasa 10/11,10/11,30,36,1.20,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,2737,Ekstraklasa 10/11,10/11,30,38,1.27,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,2737,Ekstraklasa 10/11,10/11,30,38,1.27,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3110,Górnik Zabrze,2737,Ekstraklasa 10/11,10/11,30,40,1.33,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5064,MZKS Arka Gdynia,2737,Ekstraklasa 10/11,10/11,30,43,1.43,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7692,Polonia Bytom,2737,Ekstraklasa 10/11,10/11,30,45,1.50,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,2737,Ekstraklasa 10/11,10/11,30,47,1.57,7,23.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
5065,MKS Korona Kielce,2737,Ekstraklasa 10/11,10/11,30,48,1.60,8,26.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3121,Lech Poznań,2275,Ekstraklasa 09/10,09/10,30,20,0.67,16,53.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3111,Wisła Kraków,2275,Ekstraklasa 09/10,09/10,30,20,0.67,11,36.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3106,Legia Warszawa,2275,Ekstraklasa 09/10,09/10,30,22,0.73,14,46.7,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7691,Jagiellonia Białystok,2275,Ekstraklasa 09/10,09/10,30,27,0.90,15,50.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3128,GKS Bełchatów,2275,Ekstraklasa 09/10,09/10,30,27,0.90,12,40.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3105,Ruch Chorzów,2275,Ekstraklasa 09/10,09/10,30,30,1.00,13,43.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7692,Polonia Bytom,2275,Ekstraklasa 09/10,09/10,30,31,1.03,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
7913,KS Lechia Gdańsk,2275,Ekstraklasa 09/10,09/10,30,32,1.07,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3108,Śląsk Wrocław,2275,Ekstraklasa 09/10,09/10,30,33,1.10,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3119,Polonia Warszawa,2275,Ekstraklasa 09/10,09/10,30,38,1.27,6,20.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
3113,Zagłębie Lubin,2275,Ekstraklasa 09/10,09/10,30,38,1.27,9,30.0,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
4901,Cracovia,2275,Ekstraklasa 09/10,09/10,30,39,1.30,10,33.3,0,0.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0
