team_id_1,team_id_2,team_1_name,team_2_name,total_matches,team_1_wins,draws,team_2_wins,team_1_goals,team_2_goals,team_1_avg_goals,team_2_avg_goals,last_meeting_date,last_5_results
3108,3113,Śląsk Wrocław,Zagłębie Lubin,30,13,7,10,40,42,1.33,1.40,2025-05-03,1 (3-1) | 2 (0-3) | 1 (2-1) | 2 (0-3) | X (0-0)
3108,5065,Śląsk Wrocław,MKS Korona Kielce,30,6,13,11,33,37,1.10,1.23,2025-02-22,2 (0-2) | X (1-1) | X (0-0) | X (1-1) | 2 (1-3)
3110,3113,Górnik Zabrze,Zagłębie Lubin,29,13,4,12,45,41,1.55,1.41,2025-11-07,2 (0-2) | 2 (1-2) | 2 (0-1) | 1 (2-1) | 2 (0-2)
3117,4901,Pogoń Szczecin,Cracovia,29,13,8,8,47,39,1.62,1.34,2025-10-25,1 (2-1) | 1 (5-2) | 2 (1-2) | 1 (3-1) | 1 (5-1)
3110,5065,Górnik Zabrze,MKS Korona Kielce,29,11,12,6,45,32,1.55,1.10,2025-10-18,X (1-1) | X (1-1) | 1 (4-2) | 1 (3-1) | 1 (1-0)
3113,5065,Zagłębie Lubin,MKS Korona Kielce,29,11,12,6,38,26,1.31,0.90,2025-08-01,X (1-1) | X (1-1) | 2 (0-2) | 1 (1-0) | 2 (0-2)
3108,3117,Śląsk Wrocław,Pogoń Szczecin,29,10,12,7,40,32,1.38,1.10,2025-03-07,X (1-1) | 2 (3-5) | 2 (0-1) | 1 (2-0) | 1 (2-0)
3110,3111,Górnik Zabrze,Wisła Kraków,29,12,6,11,37,42,1.28,1.45,2022-04-10,2 (1-4) | 2 (0-1) | X (0-0) | X (0-0) | 2 (0-1)
4901,5065,Cracovia,MKS Korona Kielce,28,11,9,8,40,28,1.43,1.00,2025-11-29,1 (1-0) | X (1-1) | 1 (2-0) | X (1-1) | X (0-0)
5065,7913,MKS Korona Kielce,KS Lechia Gdańsk,28,13,7,8,38,27,1.36,0.96,2025-09-27,1 (3-0) | 2 (2-3) | X (0-0) | 1 (1-0) | 1 (1-0)
3110,4901,Górnik Zabrze,Cracovia,28,8,6,14,28,44,1.00,1.57,2025-09-27,X (1-1) | 2 (0-1) | 2 (2-3) | 2 (0-5) | 1 (1-0)
3113,3117,Zagłębie Lubin,Pogoń Szczecin,27,8,8,11,34,36,1.26,1.33,2025-11-24,2 (1-5) | 2 (0-1) | X (2-2) | 1 (2-0) | 1 (1-0)
5065,7918,MKS Korona Kielce,Piast Gliwice,27,8,10,9,26,28,0.96,1.04,2025-10-31,X (0-0) | X (1-1) | 2 (0-2) | X (1-1) | X (0-0)
3110,7918,Górnik Zabrze,Piast Gliwice,27,9,6,11,27,30,1.04,1.15,2025-07-26,1 (1-0) | 2 (0-2) | 1 (1-0) | 1 (3-1) | X (0-0)
3111,5065,Wisła Kraków,MKS Korona Kielce,27,10,9,8,42,30,1.56,1.11,2020-07-11,X (1-1) | 1 (2-0) | X (1-1) | 1 (1-0) | 1 (6-2)
3110,3117,Górnik Zabrze,Pogoń Szczecin,26,10,10,6,36,28,1.38,1.08,2025-08-17,1 (3-0) | 2 (0-3) | 1 (1-0) | 2 (0-1) | 1 (1-0)
3111,4901,Wisła Kraków,Cracovia,25,12,7,6,33,20,1.32,0.80,2022-05-01,X (0-0) | 1 (1-0) | X (0-0) | X (1-1) | 1 (2-0)
3111,3113,Wisła Kraków,Zagłębie Lubin,25,12,3,10,39,38,1.56,1.52,2021-12-11,2 (1-2) | 2 (1-4) | 2 (1-2) | 2 (1-3) | 1 (1-0)
3111,7918,Wisła Kraków,Piast Gliwice,24,9,7,8,32,30,1.33,1.25,2022-04-03,X (2-2) | 2 (0-1) | 1 (3-2) | 2 (3-4) | 2 (0-4)
3117,5065,Pogoń Szczecin,MKS Korona Kielce,23,8,11,4,31,25,1.35,1.09,2025-09-13,2 (0-1) | X (0-0) | X (2-2) | 1 (3-1) | X (0-0)
3111,3117,Wisła Kraków,Pogoń Szczecin,23,10,5,8,36,30,1.57,1.30,2022-03-18,2 (1-4) | 2 (0-1) | 1 (2-1) | X (2-2) | 1 (1-0)
3105,3121,Ruch Chorzów,Lech Poznań,22,4,4,14,18,48,0.82,2.18,2024-05-03,1 (2-1) | 2 (0-2) | 2 (0-3) | 2 (0-5) | 2 (0-3)
3105,3106,Ruch Chorzów,Legia Warszawa,22,6,3,13,15,34,0.68,1.55,2024-02-09,2 (0-1) | 2 (0-3) | 1 (3-1) | 2 (0-2) | X (0-0)
3105,4901,Ruch Chorzów,Cracovia,21,10,3,8,33,23,1.57,1.10,2024-05-25,1 (2-0) | X (4-4) | 2 (0-2) | 2 (0-1) | X (1-1)
3105,3108,Ruch Chorzów,Śląsk Wrocław,21,6,7,8,21,29,1.00,1.38,2024-04-27,1 (3-2) | X (2-2) | 2 (0-6) | 1 (2-0) | 1 (2-1)
3105,7691,Ruch Chorzów,Jagiellonia Białystok,20,5,4,11,19,32,0.95,1.60,2024-02-24,X (1-1) | 2 (0-1) | 2 (1-2) | 2 (1-4) | 2 (0-4)
3105,7913,Ruch Chorzów,KS Lechia Gdańsk,20,5,9,6,22,25,1.10,1.25,2017-03-11,1 (2-1) | 2 (1-2) | 2 (1-2) | 2 (0-2) | 1 (3-2)
3105,5065,Ruch Chorzów,MKS Korona Kielce,19,8,5,6,26,18,1.37,0.95,2024-05-18,2 (0-2) | X (1-1) | 2 (0-1) | 1 (4-0) | 1 (2-1)
3105,3111,Ruch Chorzów,Wisła Kraków,19,6,5,8,22,27,1.16,1.42,2016-12-16,1 (1-0) | 1 (2-1) | 2 (2-3) | X (0-0) | 2 (1-2)
3113,3122,Zagłębie Lubin,Wisła Płock,18,6,3,9,24,31,1.33,1.72,2025-08-25,2 (1-2) | 2 (0-2) | 1 (2-1) | 1 (3-1) | 2 (0-4)
3105,7918,Ruch Chorzów,Piast Gliwice,18,7,5,6,18,18,1.00,1.00,2024-03-01,1 (3-0) | X (0-0) | 2 (0-3) | X (0-0) | 2 (1-2)
4901,5064,Cracovia,MZKS Arka Gdynia,17,6,5,6,18,17,1.06,1.00,2025-10-04,2 (1-2) | 1 (1-0) | 1 (3-1) | 1 (3-0) | X (0-0)
3105,3110,Ruch Chorzów,Górnik Zabrze,17,5,5,7,16,17,0.94,1.00,2024-03-16,2 (1-2) | 2 (0-1) | 1 (2-0) | 1 (1-0) | X (2-2)
3105,3113,Ruch Chorzów,Zagłębie Lubin,17,6,6,5,20,24,1.18,1.41,2023-12-08,X (2-2) | X (1-1) | 1 (1-0) | 2 (1-2) | 2 (1-4)
3108,5064,Śląsk Wrocław,MZKS Arka Gdynia,17,8,3,6,31,22,1.82,1.29,2020-06-07,2 (1-2) | 1 (2-1) | 1 (4-0) | 1 (2-0) | 2 (1-2)
3121,3122,Lech Poznań,Wisła Płock,16,10,3,3,26,11,1.63,0.69,2025-11-30,X (0-0) | 1 (1-0) | 2 (1-3) | 1 (1-0) | 1 (4-1)
3115,5065,Widzew Łódź,MKS Korona Kielce,16,7,4,5,20,18,1.25,1.13,2025-11-23,2 (1-3) | 2 (1-2) | 2 (0-1) | 1 (3-1) | X (1-1)
3110,3122,Górnik Zabrze,Wisła Płock,16,5,5,6,26,22,1.63,1.38,2025-11-21,X (1-1) | 1 (3-2) | X (1-1) | 2 (2-3) | 1 (4-2)
3122,7691,Wisła Płock,Jagiellonia Białystok,16,6,4,6,25,24,1.56,1.50,2025-09-19,2 (0-1) | 2 (2-4) | X (1-1) | 1 (1-0) | 1 (3-0)
5064,7913,MZKS Arka Gdynia,KS Lechia Gdańsk,16,0,4,12,16,29,1.00,1.81,2025-08-24,2 (0-1) | 2 (3-4) | X (2-2) | X (0-0) | 2 (1-2)
3122,7918,Wisła Płock,Piast Gliwice,16,4,3,9,14,22,0.88,1.38,2025-08-01,1 (2-0) | 2 (0-1) | 1 (1-0) | 2 (0-2) | 2 (3-4)
3113,3115,Zagłębie Lubin,Widzew Łódź,16,6,5,5,14,16,0.88,1.00,2025-07-19,2 (0-1) | 1 (2-1) | 2 (0-2) | 1 (3-1) | X (1-1)
3108,3122,Śląsk Wrocław,Wisła Płock,16,8,4,4,23,19,1.44,1.19,2023-05-13,1 (3-1) | 1 (2-1) | 1 (2-1) | 1 (3-1) | X (0-0)
3111,5064,Wisła Kraków,MZKS Arka Gdynia,16,7,2,7,19,19,1.19,1.19,2020-07-18,2 (0-1) | X (0-0) | 2 (0-1) | 2 (1-3) | 2 (1-4)
3121,5064,Lech Poznań,MZKS Arka Gdynia,15,5,7,3,17,9,1.13,0.60,2025-11-09,2 (1-3) | X (1-1) | X (0-0) | 1 (1-0) | 2 (0-1)
3117,3122,Pogoń Szczecin,Wisła Płock,15,6,3,6,20,18,1.33,1.20,2025-11-03,2 (0-2) | 1 (1-0) | X (2-2) | 2 (1-2) | 2 (0-1)
3106,3115,Legia Warszawa,Widzew Łódź,15,10,4,1,25,10,1.67,0.67,2025-11-02,X (1-1) | 1 (2-0) | 1 (2-1) | 2 (0-1) | 1 (3-1)
5064,7918,MZKS Arka Gdynia,Piast Gliwice,15,4,4,7,15,21,1.00,1.40,2025-10-25,1 (2-1) | 2 (0-1) | X (0-0) | 2 (1-2) | 2 (0-1)
5064,7691,MZKS Arka Gdynia,Jagiellonia Białystok,15,2,2,11,13,32,0.87,2.13,2025-10-18,2 (0-4) | 2 (0-2) | 2 (0-3) | 2 (1-3) | 2 (0-2)
3113,5064,Zagłębie Lubin,MZKS Arka Gdynia,15,5,5,5,18,16,1.20,1.07,2025-09-29,1 (4-0) | 2 (2-3) | 2 (1-2) | 1 (2-0) | X (0-0)
3110,3115,Górnik Zabrze,Widzew Łódź,15,8,4,3,28,19,1.87,1.27,2025-09-21,1 (3-2) | X (0-0) | 1 (2-0) | 2 (1-3) | X (1-1)
5064,5065,MZKS Arka Gdynia,MKS Korona Kielce,15,6,4,5,19,13,1.27,0.87,2025-09-20,X (0-0) | X (1-1) | 1 (1-0) | X (1-1) | 1 (2-0)
3115,3121,Widzew Łódź,Lech Poznań,15,3,4,8,13,23,0.87,1.53,2025-08-31,2 (1-2) | 2 (1-4) | 1 (2-1) | X (1-1) | 1 (3-1)
3106,3122,Legia Warszawa,Wisła Płock,15,8,1,6,23,20,1.53,1.33,2025-08-17,2 (0-1) | 1 (2-0) | 2 (1-2) | 2 (0-1) | 1 (5-2)
3106,5064,Legia Warszawa,MZKS Arka Gdynia,15,11,2,2,26,9,1.73,0.60,2025-08-03,X (0-0) | 1 (5-1) | 1 (1-0) | 1 (2-1) | X (1-1)
3115,7691,Widzew Łódź,Jagiellonia Białystok,15,4,4,7,24,24,1.60,1.60,2025-07-27,2 (2-3) | 2 (0-1) | 2 (0-1) | 2 (1-3) | 2 (1-2)
3108,3115,Śląsk Wrocław,Widzew Łódź,15,6,5,4,21,17,1.40,1.13,2025-02-15,1 (3-0) | X (0-0) | 1 (2-1) | 1 (2-0) | 2 (0-1)
3122,4901,Wisła Płock,Cracovia,15,5,3,7,16,20,1.07,1.33,2023-05-27,2 (0-3) | 1 (1-0) | 2 (0-3) | 1 (2-1) | 2 (0-1)
3111,3122,Wisła Kraków,Wisła Płock,15,6,3,6,24,26,1.60,1.73,2022-04-25,2 (3-4) | 2 (0-2) | 1 (3-1) | 2 (0-3) | 1 (1-0)
3122,7913,Wisła Płock,KS Lechia Gdańsk,14,4,2,8,10,19,0.71,1.36,2025-10-03,X (1-1) | 2 (0-1) | 1 (1-0) | 2 (0-1) | 2 (1-3)
3110,35268,Górnik Zabrze,Raków Częstochowa,14,7,3,4,15,12,1.07,0.86,2025-09-15,1 (1-0) | 2 (0-1) | X (0-0) | 1 (1-0) | 1 (2-1)
3115,4901,Widzew Łódź,Cracovia,14,6,6,2,20,13,1.43,0.93,2025-08-15,2 (0-1) | X (1-1) | 1 (3-1) | X (2-2) | 1 (2-0)
3122,5065,Wisła Płock,MKS Korona Kielce,14,7,1,6,23,21,1.64,1.50,2025-07-19,1 (2-0) | 2 (0-1) | 1 (2-1) | 1 (3-1) | 2 (1-4)
3105,3117,Ruch Chorzów,Pogoń Szczecin,14,2,4,8,13,27,0.93,1.93,2024-04-12,2 (0-5) | 2 (0-3) | 2 (1-2) | 2 (1-2) | X (1-1)
3108,7919,Śląsk Wrocław,Podbeskidzie Bielsko-Biała,14,6,8,0,23,13,1.64,0.93,2021-04-20,1 (4-3) | 1 (2-0) | 1 (2-1) | 1 (1-0) | X (1-1)
7691,7919,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała,14,4,5,5,19,25,1.36,1.79,2021-02-20,X (1-1) | X (2-2) | 1 (3-2) | 2 (0-3) | X (1-1)
3115,7913,Widzew Łódź,KS Lechia Gdańsk,13,3,3,7,13,17,1.00,1.31,2025-11-08,2 (1-2) | 1 (2-0) | X (1-1) | X (0-0) | 2 (2-3)
3110,5064,Górnik Zabrze,MZKS Arka Gdynia,13,4,5,4,17,14,1.31,1.08,2025-11-02,1 (5-1) | 1 (2-1) | 1 (2-0) | 2 (0-1) | 1 (1-0)
4901,35268,Cracovia,Raków Częstochowa,13,7,5,1,20,9,1.54,0.69,2025-10-18,1 (2-0) | X (0-0) | 1 (1-0) | 1 (2-0) | X (1-1)
3121,35268,Lech Poznań,Raków Częstochowa,13,4,4,5,21,21,1.62,1.62,2025-09-24,X (2-2) | 2 (0-1) | X (0-0) | 2 (0-4) | 1 (4-1)
3106,35268,Legia Warszawa,Raków Częstochowa,13,4,4,5,20,21,1.54,1.62,2025-09-20,X (1-1) | 2 (2-3) | 2 (0-1) | X (1-1) | 2 (1-2)
3117,35268,Pogoń Szczecin,Raków Częstochowa,13,3,3,7,9,14,0.69,1.08,2025-08-31,1 (2-0) | 1 (1-0) | 2 (0-1) | 2 (1-2) | X (1-1)
3113,35268,Zagłębie Lubin,Raków Częstochowa,13,3,2,8,13,28,1.00,2.15,2025-03-31,2 (0-2) | 2 (1-5) | 1 (2-0) | 2 (0-5) | X (1-1)
3111,7919,Wisła Kraków,Podbeskidzie Bielsko-Biała,13,5,4,4,23,15,1.77,1.15,2021-04-05,2 (0-2) | 1 (3-0) | 1 (4-3) | 2 (1-2) | 1 (6-0)
3110,7919,Górnik Zabrze,Podbeskidzie Bielsko-Biała,13,7,3,3,23,13,1.77,1.00,2021-02-07,2 (1-2) | 1 (4-2) | 1 (1-0) | X (0-0) | 2 (0-2)
5065,7919,MKS Korona Kielce,Podbeskidzie Bielsko-Biała,13,7,5,1,22,14,1.69,1.08,2016-05-06,X (1-1) | X (1-1) | X (0-0) | 1 (3-1) | X (2-2)
3105,3128,Ruch Chorzów,GKS Bełchatów,13,6,1,6,17,16,1.31,1.23,2015-05-25,2 (2-4) | 1 (1-0) | 2 (0-1) | 1 (3-0) | 1 (2-1)
3115,7918,Widzew Łódź,Piast Gliwice,12,7,2,3,18,14,1.50,1.17,2025-11-28,1 (2-0) | 1 (2-0) | 1 (1-0) | 1 (1-0) | 2 (2-3)
7918,35268,Piast Gliwice,Raków Częstochowa,12,4,1,7,9,15,0.75,1.25,2025-11-22,1 (3-1) | 2 (0-3) | 1 (1-0) | 2 (1-3) | 1 (2-1)
7691,35268,Jagiellonia Białystok,Raków Częstochowa,12,3,3,6,18,22,1.50,1.83,2025-11-02,2 (1-2) | 1 (2-1) | X (2-2) | 1 (4-2) | 2 (1-2)
3122,5064,Wisła Płock,MZKS Arka Gdynia,12,4,6,2,16,12,1.33,1.00,2025-08-29,2 (0-1) | X (0-0) | 1 (2-1) | 1 (4-1) | X (1-1)
3108,35268,Śląsk Wrocław,Raków Częstochowa,12,2,4,6,9,20,0.75,1.67,2025-04-25,2 (0-3) | X (0-0) | 1 (2-1) | X (1-1) | 2 (1-4)
3106,7919,Legia Warszawa,Podbeskidzie Bielsko-Biała,12,7,1,4,23,10,1.92,0.83,2021-05-16,1 (1-0) | 2 (0-1) | X (2-2) | 1 (5-0) | 1 (3-0)
7918,7919,Piast Gliwice,Podbeskidzie Bielsko-Biała,12,9,3,0,27,10,2.25,0.83,2021-05-03,1 (2-0) | 1 (5-0) | 1 (3-2) | X (2-2) | 1 (2-1)
3121,7919,Lech Poznań,Podbeskidzie Bielsko-Biała,12,5,3,4,14,12,1.17,1.00,2021-04-23,2 (0-1) | 1 (4-0) | 2 (1-4) | 2 (0-1) | 1 (2-0)
7913,7919,KS Lechia Gdańsk,Podbeskidzie Bielsko-Biała,12,4,3,5,22,17,1.83,1.42,2021-03-06,X (2-2) | 1 (4-0) | 1 (5-0) | X (1-1) | 2 (0-1)
4901,7919,Cracovia,Podbeskidzie Bielsko-Biała,12,5,4,3,21,14,1.75,1.17,2021-02-13,X (1-1) | X (2-2) | 1 (4-1) | 1 (1-0) | 1 (3-0)
3128,7691,GKS Bełchatów,Jagiellonia Białystok,12,4,5,3,13,10,1.08,0.83,2015-04-25,X (0-0) | 1 (1-0) | X (1-1) | X (2-2) | 1 (2-0)
3121,3128,Lech Poznań,GKS Bełchatów,12,5,4,3,19,11,1.58,0.92,2015-04-04,1 (2-1) | 1 (5-0) | X (0-0) | 1 (1-0) | 2 (0-1)
3128,7913,GKS Bełchatów,KS Lechia Gdańsk,12,5,5,2,12,9,1.00,0.75,2015-03-07,2 (0-1) | X (1-1) | X (1-1) | X (1-1) | 2 (1-3)
3111,3128,Wisła Kraków,GKS Bełchatów,12,6,4,2,17,10,1.42,0.83,2015-02-28,2 (1-3) | 1 (1-0) | X (0-0) | 1 (2-1) | X (2-2)
3108,3128,Śląsk Wrocław,GKS Bełchatów,12,6,1,5,13,15,1.08,1.25,2014-12-12,1 (2-1) | 2 (0-2) | 2 (0-1) | 1 (2-1) | 1 (1-0)
3106,3128,Legia Warszawa,GKS Bełchatów,12,5,3,4,14,9,1.17,0.75,2014-11-21,1 (3-0) | 2 (0-1) | X (0-0) | 1 (2-0) | X (1-1)
7913,36851,KS Lechia Gdańsk,Bruk-Bet Termalica Nieciecza,11,5,3,3,18,10,1.64,0.91,2025-11-29,1 (5-1) | 1 (2-0) | 1 (2-0) | 2 (0-1) | X (2-2)
7913,35268,KS Lechia Gdańsk,Raków Częstochowa,11,2,0,9,9,26,0.82,2.36,2025-10-26,2 (1-2) | 2 (1-3) | 2 (1-2) | 2 (0-4) | 2 (0-3)
3117,36851,Pogoń Szczecin,Bruk-Bet Termalica Nieciecza,11,4,5,2,22,14,2.00,1.27,2025-08-02,X (1-1) | X (2-2) | 1 (3-1) | 1 (2-0) | 1 (4-2)
3105,7919,Ruch Chorzów,Podbeskidzie Bielsko-Biała,11,4,4,3,12,12,1.09,1.09,2015-12-05,X (1-1) | X (1-1) | 1 (2-0) | 1 (2-0) | 2 (0-3)
3128,5065,GKS Bełchatów,MKS Korona Kielce,11,3,4,4,11,14,1.00,1.27,2015-06-02,X (2-2) | 2 (0-2) | 1 (2-0) | 2 (0-1) | X (1-1)
3128,4901,GKS Bełchatów,Cracovia,11,4,3,4,16,13,1.45,1.18,2015-05-10,X (1-1) | 2 (1-3) | X (1-1) | X (2-2) | 2 (1-2)
3106,36851,Legia Warszawa,Bruk-Bet Termalica Nieciecza,10,3,3,4,17,11,1.70,1.10,2025-11-09,2 (1-2) | 1 (4-1) | X (0-0) | 1 (3-0) | 2 (0-1)
5065,35268,MKS Korona Kielce,Raków Częstochowa,10,3,2,5,8,11,0.80,1.10,2025-11-09,2 (1-4) | X (1-1) | X (1-1) | 2 (0-2) | 2 (0-1)
3121,36851,Lech Poznań,Bruk-Bet Termalica Nieciecza,10,8,1,1,28,8,2.80,0.80,2025-09-20,1 (2-0) | 1 (5-0) | 1 (3-1) | 1 (3-1) | 1 (3-1)
3117,5064,Pogoń Szczecin,MZKS Arka Gdynia,10,7,2,1,25,11,2.50,1.10,2025-08-09,2 (1-2) | X (1-1) | 1 (2-0) | X (3-3) | 1 (3-2)
3122,35268,Wisła Płock,Raków Częstochowa,10,2,2,6,10,23,1.00,2.30,2025-07-27,1 (2-1) | 2 (1-2) | 2 (1-7) | 2 (0-2) | X (1-1)
4901,36851,Cracovia,Bruk-Bet Termalica Nieciecza,10,3,2,5,16,18,1.60,1.80,2025-07-25,1 (2-0) | 2 (1-2) | 1 (2-1) | 1 (4-2) | 2 (0-2)
7691,36851,Jagiellonia Białystok,Bruk-Bet Termalica Nieciecza,10,4,2,4,6,10,0.60,1.00,2025-07-18,2 (0-4) | 2 (1-2) | 1 (1-0) | X (0-0) | 1 (1-0)
3106,38732,Legia Warszawa,Stal Mielec,10,3,3,4,15,16,1.50,1.60,2025-05-24,X (2-2) | X (2-2) | 1 (3-1) | 2 (1-3) | 1 (2-0)
35268,38732,Raków Częstochowa,Stal Mielec,10,8,2,0,16,4,1.60,0.40,2025-05-03,1 (2-0) | 1 (1-0) | X (0-0) | 1 (2-0) | X (0-0)
3113,38732,Zagłębie Lubin,Stal Mielec,10,3,4,3,17,18,1.70,1.80,2025-04-28,X (2-2) | X (2-2) | X (0-0) | 2 (2-4) | 1 (2-0)
3110,38732,Górnik Zabrze,Stal Mielec,10,6,2,2,14,9,1.40,0.90,2025-04-22,X (0-0) | 1 (3-1) | X (1-1) | 2 (1-2) | 1 (1-0)
3108,38732,Śląsk Wrocław,Stal Mielec,10,3,4,3,12,12,1.20,1.20,2025-03-15,1 (4-1) | 1 (2-1) | 2 (0-1) | 2 (1-3) | X (1-1)
3117,38732,Pogoń Szczecin,Stal Mielec,10,6,1,3,18,12,1.80,1.20,2025-02-16,1 (2-1) | 1 (1-0) | X (0-0) | 2 (2-3) | 1 (4-2)
7691,38732,Jagiellonia Białystok,Stal Mielec,10,3,4,3,20,14,2.00,1.40,2025-02-07,2 (1-2) | 1 (2-0) | 2 (2-3) | 1 (4-0) | X (1-1)
3105,3115,Ruch Chorzów,Widzew Łódź,10,5,2,3,15,11,1.50,1.10,2024-04-20,2 (2-3) | 2 (1-2) | 1 (2-1) | 1 (1-0) | 1 (3-0)
3108,36851,Śląsk Wrocław,Bruk-Bet Termalica Nieciecza,10,4,2,4,15,17,1.50,1.70,2022-04-23,2 (0-4) | 2 (3-4) | 1 (2-1) | 2 (1-2) | X (1-1)
3125,7918,Górnik Łęczna,Piast Gliwice,10,2,4,4,10,14,1.00,1.40,2022-04-09,2 (0-1) | X (1-1) | 2 (1-2) | 1 (1-0) | X (3-3)
3108,3125,Śląsk Wrocław,Górnik Łęczna,10,5,4,1,17,12,1.70,1.20,2022-02-11,X (1-1) | X (0-0) | 2 (0-2) | X (2-2) | 1 (3-0)
3111,36851,Wisła Kraków,Bruk-Bet Termalica Nieciecza,10,5,4,1,21,13,2.10,1.30,2021-12-17,1 (3-0) | X (2-2) | X (3-3) | 1 (1-0) | 2 (1-2)
3117,7919,Pogoń Szczecin,Podbeskidzie Bielsko-Biała,10,6,2,2,17,10,1.70,1.00,2021-04-16,1 (2-0) | X (1-1) | 1 (2-0) | 1 (3-2) | 2 (1-2)
3113,7919,Zagłębie Lubin,Podbeskidzie Bielsko-Biała,10,3,3,4,10,12,1.00,1.20,2021-04-11,1 (2-1) | 2 (1-2) | 1 (2-1) | 2 (0-2) | 1 (3-2)
3110,3128,Górnik Zabrze,GKS Bełchatów,10,4,2,4,10,9,1.00,0.90,2015-04-20,1 (2-0) | 2 (0-1) | 2 (0-2) | 1 (2-0) | X (1-1)
3119,3128,Polonia Warszawa,GKS Bełchatów,10,4,2,4,13,11,1.30,1.10,2013-04-27,2 (0-1) | 1 (5-0) | 2 (1-2) | 1 (2-1) | X (0-0)
3105,3119,Ruch Chorzów,Polonia Warszawa,10,3,1,6,9,17,0.90,1.70,2013-04-22,1 (2-1) | 2 (1-2) | 1 (1-0) | 2 (0-1) | 2 (0-3)
3108,3119,Śląsk Wrocław,Polonia Warszawa,10,4,2,4,14,15,1.40,1.50,2013-04-13,X (2-2) | 1 (2-1) | 2 (0-3) | 1 (4-0) | 1 (1-0)
3106,3119,Legia Warszawa,Polonia Warszawa,10,2,5,3,8,11,0.80,1.10,2013-03-30,1 (2-1) | X (1-1) | X (0-0) | 2 (1-2) | 1 (1-0)
3119,7691,Polonia Warszawa,Jagiellonia Białystok,10,3,2,5,12,11,1.20,1.10,2013-03-15,2 (0-2) | X (1-1) | 1 (4-1) | 2 (2-3) | 1 (2-0)
3111,3119,Wisła Kraków,Polonia Warszawa,10,6,1,3,12,10,1.20,1.00,2013-03-09,1 (2-1) | 2 (1-3) | 2 (0-1) | X (1-1) | 2 (0-2)
3119,3121,Polonia Warszawa,Lech Poznań,10,4,2,4,13,15,1.30,1.50,2013-03-01,1 (1-0) | 2 (1-2) | 2 (0-1) | 1 (1-0) | 1 (1-0)
3119,7913,Polonia Warszawa,KS Lechia Gdańsk,10,3,5,2,11,8,1.10,0.80,2013-02-22,X (1-1) | 1 (3-1) | 1 (3-1) | 1 (1-0) | X (0-0)
4901,7295,Cracovia,Radomiak Radom,9,5,0,4,16,9,1.78,1.00,2025-11-07,2 (0-3) | 2 (1-2) | 2 (1-2) | 1 (6-0) | 1 (1-0)
3113,36851,Zagłębie Lubin,Bruk-Bet Termalica Nieciecza,9,6,2,1,15,6,1.67,0.67,2025-10-24,X (1-1) | 1 (2-0) | 1 (2-1) | 1 (4-2) | X (1-1)
3113,7295,Zagłębie Lubin,Radomiak Radom,9,5,0,4,16,13,1.78,1.44,2025-10-04,2 (1-3) | 1 (1-0) | 1 (1-0) | 1 (4-3) | 2 (2-3)
7918,36851,Piast Gliwice,Bruk-Bet Termalica Nieciecza,9,6,1,2,20,11,2.22,1.22,2025-09-27,1 (4-2) | 1 (1-0) | 1 (2-1) | 1 (4-0) | X (1-1)
7295,7918,Radomiak Radom,Piast Gliwice,9,3,5,1,11,9,1.22,1.00,2025-09-20,1 (1-0) | X (0-0) | X (1-1) | 1 (3-2) | X (1-1)
3106,7295,Legia Warszawa,Radomiak Radom,9,5,0,4,14,14,1.56,1.56,2025-09-14,1 (4-1) | 2 (1-3) | 1 (4-1) | 2 (0-3) | 1 (1-0)
5065,36851,MKS Korona Kielce,Bruk-Bet Termalica Nieciecza,9,6,1,2,14,5,1.56,0.56,2025-08-30,1 (3-1) | 1 (3-0) | 1 (2-1) | 1 (2-0) | 2 (0-1)
3115,3117,Widzew Łódź,Pogoń Szczecin,9,1,2,6,9,19,1.00,2.11,2025-08-22,2 (1-2) | 2 (0-4) | 2 (0-2) | 2 (1-2) | X (3-3)
7295,7691,Radomiak Radom,Jagiellonia Białystok,9,1,3,5,10,19,1.11,2.11,2025-08-17,2 (1-2) | 2 (0-5) | 2 (2-3) | 2 (0-2) | 2 (2-3)
7295,35268,Radomiak Radom,Raków Częstochowa,9,2,2,5,8,15,0.89,1.67,2025-08-03,1 (3-1) | 2 (1-2) | 2 (0-2) | 1 (2-1) | 2 (0-3)
3117,7295,Pogoń Szczecin,Radomiak Radom,9,4,1,4,16,12,1.78,1.33,2025-07-20,2 (1-5) | 2 (0-2) | 2 (0-1) | 1 (4-0) | 2 (0-2)
4901,38732,Cracovia,Stal Mielec,9,2,6,1,12,12,1.33,1.33,2025-04-04,X (1-1) | X (1-1) | X (2-2) | 1 (2-1) | 2 (0-2)
3121,38732,Lech Poznań,Stal Mielec,9,4,4,1,12,6,1.33,0.67,2025-03-08,1 (3-1) | 1 (2-0) | X (0-0) | 1 (2-1) | X (0-0)
3110,3123,Górnik Zabrze,ŁKS Łódź,9,5,3,1,17,6,1.89,0.67,2024-04-27,1 (4-1) | 1 (5-0) | 1 (3-1) | 1 (1-0) | X (1-1)
3125,7691,Górnik Łęczna,Jagiellonia Białystok,9,2,1,6,6,16,0.67,1.78,2022-05-21,2 (0-1) | 1 (2-1) | 2 (0-5) | 2 (0-2) | 2 (0-2)
