team_id,team_name,season_id,season_name,season_year,last_5_results,points_last_5,wins_last_5,draws_last_5,losses_last_5,goals_for_last_5,goals_against_last_5,halftime_leading_count,halftime_leading_wins,halftime_leading_draws,halftime_leading_losses,halftime_leading_win_pct,conceded_first_count,points_after_conceding_first,points_pct_after_conceding_first
36851,Bruk-Bet Termalica Nieciecza,10361,Ekstraklasa 15/16,15/16,LDLDW,5,1,2,2,5,7,6,4,2,0,66.7,25,24,32.0
7691,Jagiellonia Białystok,10361,Ekstraklasa 15/16,15/16,DDLWL,5,1,2,2,6,5,10,5,5,0,50.0,26,24,30.8
3111,Wisła Kraków,10361,Ekstraklasa 15/16,15/16,DLWLL,4,1,1,3,10,9,15,8,4,3,53.3,28,30,35.7
3121,Lech Poznań,10361,Ekstraklasa 15/16,15/16,WLLLL,3,1,0,4,3,6,12,5,6,1,41.7,24,18,25.0
3105,Ruch Chorzów,10361,Ekstraklasa 15/16,15/16,LDLDL,2,0,2,3,2,13,9,6,3,0,66.7,26,28,35.9
7919,Podbeskidzie Bielsko-Biała,10361,Ekstraklasa 15/16,15/16,DLLLD,2,0,2,3,8,15,7,1,3,3,14.3,28,19,22.6
5065,MKS Korona Kielce,8206,Ekstraklasa 14/15,14/15,WWWWD,13,4,1,0,9,8,8,6,1,1,75.0,31,38,40.9
3106,Legia Warszawa,8206,Ekstraklasa 14/15,14/15,WWWDW,13,4,1,0,5,0,11,6,5,0,54.5,19,18,31.6
7918,Piast Gliwice,8206,Ekstraklasa 14/15,14/15,DWLWW,10,3,1,1,9,9,8,5,3,0,62.5,28,33,39.3
7691,Jagiellonia Białystok,8206,Ekstraklasa 14/15,14/15,WDWWL,10,3,1,1,12,7,16,8,6,2,50.0,26,35,44.9
3125,Górnik Łęczna,8206,Ekstraklasa 14/15,14/15,WLDWD,8,2,2,1,5,4,9,6,2,1,66.7,29,25,28.7
4901,Cracovia,8206,Ekstraklasa 14/15,14/15,DWDLW,8,2,2,1,11,2,11,5,4,2,45.5,27,32,39.5
3121,Lech Poznań,8206,Ekstraklasa 14/15,14/15,LDWDW,8,2,2,1,12,2,17,12,3,2,70.6,24,35,48.6
3108,Śląsk Wrocław,8206,Ekstraklasa 14/15,14/15,WDWLL,7,2,1,2,5,5,7,6,1,0,85.7,26,37,47.4
3105,Ruch Chorzów,8206,Ekstraklasa 14/15,14/15,WLDDD,6,1,3,1,8,7,9,7,2,0,77.8,25,31,41.3
3117,Pogoń Szczecin,8206,Ekstraklasa 14/15,14/15,LDLDW,5,1,2,2,4,9,12,6,3,3,50.0,30,38,42.2
7919,Podbeskidzie Bielsko-Biała,8206,Ekstraklasa 14/15,14/15,LWDLD,5,1,2,2,3,10,7,2,3,2,28.6,29,22,25.3
3110,Górnik Zabrze,8206,Ekstraklasa 14/15,14/15,LDLWD,5,1,2,2,4,13,9,5,2,2,55.6,29,23,26.4
3111,Wisła Kraków,8206,Ekstraklasa 14/15,14/15,WDLLL,4,1,1,3,3,6,12,4,5,3,33.3,30,35,38.9
7913,KS Lechia Gdańsk,8206,Ekstraklasa 14/15,14/15,LLLDD,2,0,2,3,4,7,11,6,2,3,54.5,25,25,33.3
3128,GKS Bełchatów,8206,Ekstraklasa 14/15,14/15,LLDDL,2,0,2,3,10,15,12,4,4,4,33.3,28,20,23.8
35329,Zawisza Bydgoszcz,8206,Ekstraklasa 14/15,14/15,LLDLL,1,0,1,4,8,8,9,3,5,1,33.3,29,26,29.9
7919,Podbeskidzie Bielsko-Biała,6261,Ekstraklasa 13/14,13/14,WWWWL,12,4,0,1,9,5,4,3,1,0,75.0,21,24,38.1
5065,MKS Korona Kielce,6261,Ekstraklasa 13/14,13/14,DWWDW,11,3,2,0,9,13,4,2,0,2,50.0,29,36,41.4
3111,Wisła Kraków,6261,Ekstraklasa 13/14,13/14,WWDWL,10,3,1,1,8,13,15,12,1,2,80.0,22,29,43.9
7691,Jagiellonia Białystok,6261,Ekstraklasa 13/14,13/14,WLDWW,10,3,1,1,8,10,10,7,2,1,70.0,29,37,42.5
3117,Pogoń Szczecin,6261,Ekstraklasa 13/14,13/14,WDWDD,9,2,3,0,1,5,12,5,5,2,41.7,28,38,45.2
3106,Legia Warszawa,6261,Ekstraklasa 13/14,13/14,WDDDW,9,2,3,0,12,4,16,9,6,1,56.3,21,31,49.2
7913,KS Lechia Gdańsk,6261,Ekstraklasa 13/14,13/14,DLWWD,8,2,2,1,8,3,9,5,4,0,55.6,23,23,33.3
3108,Śląsk Wrocław,6261,Ekstraklasa 13/14,13/14,DWDLW,8,2,2,1,10,1,10,5,3,2,50.0,22,24,36.4
3115,Widzew Łódź,6261,Ekstraklasa 13/14,13/14,WWLLL,6,2,0,3,6,6,8,7,0,1,87.5,33,28,28.3
3121,Lech Poznań,6261,Ekstraklasa 13/14,13/14,LWLLW,6,2,0,3,7,5,17,12,5,0,70.6,26,37,47.4
7918,Piast Gliwice,6261,Ekstraklasa 13/14,13/14,LLWDD,5,1,2,2,11,5,8,3,3,2,37.5,26,18,23.1
3110,Górnik Zabrze,6261,Ekstraklasa 13/14,13/14,DDDDL,4,0,4,1,7,9,13,4,4,5,30.8,29,38,43.7
3105,Ruch Chorzów,6261,Ekstraklasa 13/14,13/14,LLDLW,4,1,1,3,7,8,9,3,5,1,33.3,26,25,32.1
4901,Cracovia,6261,Ekstraklasa 13/14,13/14,LLLDD,2,0,2,3,6,10,8,2,3,3,25.0,30,30,33.3
35329,Zawisza Bydgoszcz,6261,Ekstraklasa 13/14,13/14,LDLDL,2,0,2,3,4,7,3,2,0,1,66.7,28,32,38.1
3113,Zagłębie Lubin,6261,Ekstraklasa 13/14,13/14,LLLDL,1,0,1,4,1,10,10,6,1,3,60.0,30,28,31.1
3106,Legia Warszawa,4634,Ekstraklasa 12/13,12/13,WWWWD,13,4,1,0,10,1,13,7,6,0,53.8,16,27,56.3
3121,Lech Poznań,4634,Ekstraklasa 12/13,12/13,WWDLW,10,3,1,1,7,4,12,6,6,0,50.0,13,16,41.0
3128,GKS Bełchatów,4634,Ekstraklasa 12/13,12/13,DLWWD,8,2,2,1,9,6,8,5,1,2,62.5,22,22,33.3
3117,Pogoń Szczecin,4634,Ekstraklasa 12/13,12/13,WLWDD,8,2,2,1,8,6,10,6,2,2,60.0,23,20,29.0
7691,Jagiellonia Białystok,4634,Ekstraklasa 12/13,12/13,WWDLD,8,2,2,1,2,12,9,4,3,2,44.4,23,29,42.0
7918,Piast Gliwice,4634,Ekstraklasa 12/13,12/13,DWLDW,8,2,2,1,9,8,8,2,5,1,25.0,23,20,29.0
3105,Ruch Chorzów,4634,Ekstraklasa 12/13,12/13,LLWDW,7,2,1,2,7,9,3,1,1,1,33.3,26,24,30.8
3119,Polonia Warszawa,4634,Ekstraklasa 12/13,12/13,LLWDW,7,2,1,2,8,5,8,3,5,0,37.5,23,25,36.2
5065,MKS Korona Kielce,4634,Ekstraklasa 12/13,12/13,LLWWL,6,2,0,3,6,6,6,6,0,0,100.0,23,26,37.7
7919,Podbeskidzie Bielsko-Biała,4634,Ekstraklasa 12/13,12/13,DWDDL,6,1,3,1,8,6,11,2,6,3,18.2,26,17,21.8
3111,Wisła Kraków,4634,Ekstraklasa 12/13,12/13,DDLLW,5,1,2,2,5,5,7,4,3,0,57.1,20,21,35.0
3115,Widzew Łódź,4634,Ekstraklasa 12/13,12/13,DWLDL,5,1,2,2,3,9,9,5,3,1,55.6,22,21,31.8
3108,Śląsk Wrocław,4634,Ekstraklasa 12/13,12/13,LLDWL,4,1,1,3,9,9,8,5,1,2,62.5,22,27,40.9
3110,Górnik Zabrze,4634,Ekstraklasa 12/13,12/13,DDLDD,4,0,4,1,4,7,13,8,4,1,61.5,21,25,39.7
7913,KS Lechia Gdańsk,4634,Ekstraklasa 12/13,12/13,DDLDL,3,0,3,2,10,8,11,3,6,2,27.3,22,21,31.8
3113,Zagłębie Lubin,4634,Ekstraklasa 12/13,12/13,DDLLD,3,0,3,2,4,8,9,5,3,1,55.6,20,27,45.0
3121,Lech Poznań,3411,Ekstraklasa 11/12,11/12,WWWDW,13,4,1,0,5,1,8,5,3,0,62.5,14,21,50.0
3108,Śląsk Wrocław,3411,Ekstraklasa 11/12,11/12,DWWWW,13,4,1,0,8,4,11,7,3,1,63.6,19,25,43.9
3128,GKS Bełchatów,3411,Ekstraklasa 11/12,11/12,LWDWW,10,3,1,1,6,6,6,4,0,2,66.7,23,22,31.9
3110,Górnik Zabrze,3411,Ekstraklasa 11/12,11/12,LWWLW,9,3,0,2,7,4,11,8,2,1,72.7,20,25,41.7
7691,Jagiellonia Białystok,3411,Ekstraklasa 11/12,11/12,WLWWL,9,3,0,2,6,8,8,8,0,0,100.0,24,33,45.8
3119,Polonia Warszawa,3411,Ekstraklasa 11/12,11/12,WDLDW,8,2,2,1,3,8,9,5,2,2,55.6,20,22,36.7
3111,Wisła Kraków,3411,Ekstraklasa 11/12,11/12,DLWDW,8,2,2,1,7,6,6,4,2,0,66.7,20,29,48.3
3106,Legia Warszawa,3411,Ekstraklasa 11/12,11/12,WLLDW,7,2,1,2,3,4,13,5,6,2,38.5,13,11,28.2
3105,Ruch Chorzów,3411,Ekstraklasa 11/12,11/12,WDLDL,5,1,2,2,7,3,10,6,3,1,60.0,20,32,53.3
3115,Widzew Łódź,3411,Ekstraklasa 11/12,11/12,LDDWL,5,1,2,2,3,2,6,3,3,0,50.0,17,15,29.4
3113,Zagłębie Lubin,3411,Ekstraklasa 11/12,11/12,WDLLD,5,1,2,2,10,4,7,3,3,1,42.9,22,16,24.2
4901,Cracovia,3411,Ekstraklasa 11/12,11/12,WDLLL,4,1,1,3,3,7,4,3,1,0,75.0,23,26,37.7
5065,MKS Korona Kielce,3411,Ekstraklasa 11/12,11/12,LDDDD,4,0,4,1,4,5,12,7,3,2,58.3,16,12,25.0
3123,ŁKS Łódź,3411,Ekstraklasa 11/12,11/12,LLWDL,4,1,1,3,6,10,6,1,3,2,16.7,23,14,20.3
7913,KS Lechia Gdańsk,3411,Ekstraklasa 11/12,11/12,LWDLL,4,1,1,3,5,5,7,3,3,1,42.9,19,15,26.3
7919,Podbeskidzie Bielsko-Biała,3411,Ekstraklasa 11/12,11/12,LLLDL,1,0,1,4,3,9,5,1,3,1,20.0,20,10,16.7
3106,Legia Warszawa,2737,Ekstraklasa 10/11,10/11,WDWWW,13,4,1,0,12,3,9,5,4,0,55.6,20,24,40.0
3128,GKS Bełchatów,2737,Ekstraklasa 10/11,10/11,WWDLW,10,3,1,1,4,7,8,5,1,2,62.5,18,17,31.5
3119,Polonia Warszawa,2737,Ekstraklasa 10/11,10/11,DLDWW,8,2,2,1,7,0,8,3,5,0,37.5,16,18,37.5
3108,Śląsk Wrocław,2737,Ekstraklasa 10/11,10/11,WDLWD,8,2,2,1,13,6,6,4,1,1,66.7,19,27,47.4
3111,Wisła Kraków,2737,Ekstraklasa 10/11,10/11,DDLWW,8,2,2,1,5,4,12,7,4,1,58.3,16,23,47.9
5065,MKS Korona Kielce,2737,Ekstraklasa 10/11,10/11,LWLWD,7,2,1,2,4,11,5,3,2,0,60.0,22,18,27.3
3110,Górnik Zabrze,2737,Ekstraklasa 10/11,10/11,WLWDL,7,2,1,2,10,4,10,6,3,1,60.0,21,17,27.0
3115,Widzew Łódź,2737,Ekstraklasa 10/11,10/11,LWDWL,7,2,1,2,6,7,10,7,2,1,70.0,24,32,44.4
3121,Lech Poznań,2737,Ekstraklasa 10/11,10/11,WDLWL,7,2,1,2,8,4,9,6,1,2,66.7,17,9,17.6
7691,Jagiellonia Białystok,2737,Ekstraklasa 10/11,10/11,WLWLL,6,2,0,3,6,6,7,6,1,0,85.7,17,18,35.3
4901,Cracovia,2737,Ekstraklasa 10/11,10/11,LWDLD,5,1,2,2,6,5,8,6,1,1,75.0,23,16,23.2
5064,MZKS Arka Gdynia,2737,Ekstraklasa 10/11,10/11,LDWLD,5,1,2,2,4,14,6,5,0,1,83.3,22,16,24.2
7913,KS Lechia Gdańsk,2737,Ekstraklasa 10/11,10/11,DLWLD,5,1,2,2,6,6,5,3,2,0,60.0,20,25,41.7
3113,Zagłębie Lubin,2737,Ekstraklasa 10/11,10/11,DDDLD,4,0,4,1,5,7,5,4,0,1,80.0,21,26,41.3
7692,Polonia Bytom,2737,Ekstraklasa 10/11,10/11,LDLDD,3,0,3,2,4,12,4,3,0,1,75.0,23,18,26.1
3105,Ruch Chorzów,2737,Ekstraklasa 10/11,10/11,LDDLD,3,0,3,2,4,8,10,4,3,3,40.0,17,9,17.6
3128,GKS Bełchatów,2275,Ekstraklasa 09/10,09/10,WWLWW,12,4,0,1,8,5,10,7,3,0,70.0,18,22,40.7
5065,MKS Korona Kielce,2275,Ekstraklasa 09/10,09/10,WWWDD,11,3,2,0,7,3,8,4,2,2,50.0,22,20,30.3
3121,Lech Poznań,2275,Ekstraklasa 09/10,09/10,WDWDW,11,3,2,0,12,2,13,9,4,0,69.2,14,22,52.4
3108,Śląsk Wrocław,2275,Ekstraklasa 09/10,09/10,WDWDW,11,3,2,0,9,9,6,5,0,1,83.3,21,32,50.8
7692,Polonia Bytom,2275,Ekstraklasa 09/10,09/10,WWLWL,9,3,0,2,4,6,9,6,1,2,66.7,21,19,30.2
3114,MKS Odra Wodzisław Śląski,2275,Ekstraklasa 09/10,09/10,WDLWL,7,2,1,2,6,9,6,3,1,2,50.0,23,22,31.9
3105,Ruch Chorzów,2275,Ekstraklasa 09/10,09/10,LDLWW,7,2,1,2,4,7,11,6,5,0,54.5,17,21,41.2
3119,Polonia Warszawa,2275,Ekstraklasa 09/10,09/10,LWDWL,7,2,1,2,5,2,6,3,1,2,50.0,24,23,31.9
5064,MZKS Arka Gdynia,2275,Ekstraklasa 09/10,09/10,LWWLL,6,2,0,3,7,8,8,2,2,4,25.0,24,19,26.4
3111,Wisła Kraków,2275,Ekstraklasa 09/10,09/10,LWDDD,6,1,3,1,9,4,14,7,6,1,50.0,19,23,40.4
7691,Jagiellonia Białystok,2275,Ekstraklasa 09/10,09/10,LLWLW,6,2,0,3,3,5,7,6,1,0,85.7,15,20,44.4
4901,Cracovia,2275,Ekstraklasa 09/10,09/10,DLDLW,5,1,2,2,4,6,9,5,2,2,55.6,20,14,23.3
7913,KS Lechia Gdańsk,2275,Ekstraklasa 09/10,09/10,WLLDL,4,1,1,3,4,6,9,2,5,2,22.2,21,17,27.0
7918,Piast Gliwice,2275,Ekstraklasa 09/10,09/10,DLLDD,3,0,3,2,5,9,6,3,2,1,50.0,24,19,26.4
3113,Zagłębie Lubin,2275,Ekstraklasa 09/10,09/10,LLWLL,3,1,0,4,6,8,7,1,2,4,14.3,21,15,23.8
3106,Legia Warszawa,2275,Ekstraklasa 09/10,09/10,LLDLD,2,0,2,3,3,7,9,6,1,2,66.7,16,13,27.1
3106,Legia Warszawa,1691,Ekstraklasa 08/09,08/09,WWWLW,12,4,0,1,9,4,12,7,4,1,58.3,13,16,41.0
3111,Wisła Kraków,1691,Ekstraklasa 08/09,08/09,WDDWW,11,3,2,0,12,3,12,8,4,0,66.7,15,32,71.1
3110,Górnik Zabrze,1691,Ekstraklasa 08/09,08/09,DWWLW,10,3,1,1,4,3,5,5,0,0,100.0,19,8,14.0
4901,Cracovia,1691,Ekstraklasa 08/09,08/09,WLWLW,9,3,0,2,5,4,9,4,1,4,44.4,20,15,25.0
3105,Ruch Chorzów,1691,Ekstraklasa 08/09,08/09,LWDLW,7,2,1,2,6,6,4,2,2,0,50.0,18,16,29.6
3121,Lech Poznań,1691,Ekstraklasa 08/09,08/09,LWWDL,7,2,1,2,9,6,15,4,9,2,26.7,16,19,39.6
5064,MZKS Arka Gdynia,1691,Ekstraklasa 08/09,08/09,WWDLL,7,2,1,2,8,9,5,3,2,0,60.0,22,23,34.8
3123,ŁKS Łódź,1691,Ekstraklasa 08/09,08/09,WLDWL,7,2,1,2,4,7,7,4,3,0,57.1,20,17,28.3
7918,Piast Gliwice,1691,Ekstraklasa 08/09,08/09,DDDWL,6,1,3,1,3,4,6,4,1,1,66.7,18,10,18.5
7692,Polonia Bytom,1691,Ekstraklasa 08/09,08/09,LWLWL,6,2,0,3,5,9,5,4,1,0,80.0,23,14,20.3
7691,Jagiellonia Białystok,1691,Ekstraklasa 08/09,08/09,DLWLD,5,1,2,2,4,9,8,6,0,2,75.0,21,19,30.2
3108,Śląsk Wrocław,1691,Ekstraklasa 08/09,08/09,LLDDW,5,1,2,2,5,8,9,8,0,1,88.9,23,35,50.7
3114,MKS Odra Wodzisław Śląski,1691,Ekstraklasa 08/09,08/09,LDLWD,5,1,2,2,5,8,7,4,2,1,57.1,20,15,25.0
7913,KS Lechia Gdańsk,1691,Ekstraklasa 08/09,08/09,DDLWL,5,1,2,2,7,8,6,4,2,0,66.7,23,23,33.3
3128,GKS Bełchatów,1691,Ekstraklasa 08/09,08/09,DLLLW,4,1,1,3,6,4,7,6,1,0,85.7,17,13,25.5
3119,Polonia Warszawa,1691,Ekstraklasa 08/09,08/09,DLLWL,4,1,1,3,6,6,10,5,4,1,50.0,14,11,26.2
