team_id,team_name,season_id,season_name,season_year,matches_played,total_goals,goals_per_game,total_xg,xg_per_game,xg_difference,xg_diff_per_game,total_big_chances_created,big_chances_created_per_game,total_big_chances_missed,big_chances_missed_per_game,total_big_chances_scored,big_chances_scored_per_game,total_shots_on_target,shots_on_target_per_game,total_shots_off_target,shots_off_target_per_game,total_blocked_shots,blocked_shots_per_game,total_shots,shots_per_game,total_shots_inside_box,shots_inside_box_per_game,total_shots_outside_box,shots_outside_box_per_game,total_hit_woodwork,total_corners,corners_per_game,avg_dribbles_success_pct,total_touches_in_box,touches_in_box_per_game
35268,Raków Częstochowa,29222,Ekstraklasa 20/21,20/21,30,46,1.53,0,0.00,46.00,1.53,0,0.00,0,0.00,0,0.00,148,4.93,138,4.60,0,0.00,286,9.53,0,0.00,0,0.00,0,179,5.97,,0,0.00
38732,Stal Mielec,29222,Ekstraklasa 20/21,20/21,30,31,1.03,0,0.00,31.00,1.03,0,0.00,0,0.00,0,0.00,125,4.17,115,3.83,0,0.00,240,8.00,0,0.00,0,0.00,0,141,4.70,,0,0.00
3106,Legia Warszawa,23666,Ekstraklasa 19/20,19/20,37,70,1.89,0,0.00,70.00,1.89,0,0.00,0,0.00,0,0.00,230,6.22,214,5.78,0,0.00,444,12.00,0,0.00,0,0.00,0,208,5.62,,0,0.00
3108,Śląsk Wrocław,23666,Ekstraklasa 19/20,19/20,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,155,4.19,172,4.65,0,0.00,327,8.84,0,0.00,0,0.00,0,200,5.41,,0,0.00
3110,Górnik Zabrze,23666,Ekstraklasa 19/20,19/20,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,160,4.32,171,4.62,0,0.00,331,8.95,0,0.00,0,0.00,0,189,5.11,,0,0.00
3111,Wisła Kraków,23666,Ekstraklasa 19/20,19/20,37,44,1.19,0,0.00,44.00,1.19,0,0.00,0,0.00,0,0.00,143,3.86,163,4.41,0,0.00,306,8.27,0,0.00,0,0.00,0,176,4.76,,0,0.00
3113,Zagłębie Lubin,23666,Ekstraklasa 19/20,19/20,37,61,1.65,0,0.00,61.00,1.65,0,0.00,0,0.00,0,0.00,196,5.30,191,5.16,0,0.00,387,10.46,0,0.00,0,0.00,0,190,5.14,,0,0.00
3117,Pogoń Szczecin,23666,Ekstraklasa 19/20,19/20,37,37,1.00,0,0.00,37.00,1.00,0,0.00,0,0.00,0,0.00,158,4.27,194,5.24,0,0.00,352,9.51,0,0.00,0,0.00,0,176,4.76,,0,0.00
3121,Lech Poznań,23666,Ekstraklasa 19/20,19/20,37,70,1.89,0,0.00,70.00,1.89,0,0.00,0,0.00,0,0.00,226,6.11,203,5.49,0,0.00,429,11.59,0,0.00,0,0.00,0,245,6.62,,0,0.00
3122,Wisła Płock,23666,Ekstraklasa 19/20,19/20,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,152,4.11,163,4.41,0,0.00,315,8.51,0,0.00,0,0.00,0,190,5.14,,0,0.00
3123,ŁKS Łódź,23666,Ekstraklasa 19/20,19/20,37,33,0.89,0,0.00,33.00,0.89,0,0.00,0,0.00,0,0.00,162,4.38,192,5.19,0,0.00,354,9.57,0,0.00,0,0.00,0,178,4.81,,0,0.00
4901,Cracovia,23666,Ekstraklasa 19/20,19/20,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,174,4.70,181,4.89,0,0.00,355,9.59,0,0.00,0,0.00,0,213,5.76,,0,0.00
5064,MZKS Arka Gdynia,23666,Ekstraklasa 19/20,19/20,37,39,1.05,0,0.00,39.00,1.05,0,0.00,0,0.00,0,0.00,151,4.08,168,4.54,0,0.00,319,8.62,0,0.00,0,0.00,0,150,4.05,,0,0.00
5065,MKS Korona Kielce,23666,Ekstraklasa 19/20,19/20,37,29,0.78,0,0.00,29.00,0.78,0,0.00,0,0.00,0,0.00,163,4.41,182,4.92,0,0.00,345,9.32,0,0.00,0,0.00,0,188,5.08,,0,0.00
7691,Jagiellonia Białystok,23666,Ekstraklasa 19/20,19/20,37,48,1.30,0,0.00,48.00,1.30,0,0.00,0,0.00,0,0.00,173,4.68,186,5.03,0,0.00,359,9.70,0,0.00,0,0.00,0,223,6.03,,0,0.00
7913,KS Lechia Gdańsk,23666,Ekstraklasa 19/20,19/20,37,48,1.30,0,0.00,48.00,1.30,0,0.00,0,0.00,0,0.00,147,3.97,176,4.76,0,0.00,323,8.73,0,0.00,0,0.00,0,191,5.16,,0,0.00
7918,Piast Gliwice,23666,Ekstraklasa 19/20,19/20,37,41,1.11,0,0.00,41.00,1.11,0,0.00,0,0.00,0,0.00,174,4.70,185,5.00,0,0.00,359,9.70,0,0.00,0,0.00,0,183,4.95,,0,0.00
35268,Raków Częstochowa,23666,Ekstraklasa 19/20,19/20,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,178,4.81,206,5.57,0,0.00,384,10.38,0,0.00,0,0.00,0,188,5.08,,0,0.00
3106,Legia Warszawa,17361,Ekstraklasa 18/19,18/19,37,55,1.49,0,0.00,55.00,1.49,0,0.00,0,0.00,0,0.00,182,4.92,182,4.92,0,0.00,364,9.84,0,0.00,0,0.00,0,218,5.89,,0,0.00
3108,Śląsk Wrocław,17361,Ekstraklasa 18/19,18/19,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,148,4.00,190,5.14,0,0.00,338,9.14,0,0.00,0,0.00,0,210,5.68,,0,0.00
3110,Górnik Zabrze,17361,Ekstraklasa 18/19,18/19,37,48,1.30,0,0.00,48.00,1.30,0,0.00,0,0.00,0,0.00,188,5.08,179,4.84,0,0.00,367,9.92,0,0.00,0,0.00,0,164,4.43,,0,0.00
3111,Wisła Kraków,17361,Ekstraklasa 18/19,18/19,37,67,1.81,0,0.00,67.00,1.81,0,0.00,0,0.00,0,0.00,159,4.30,152,4.11,0,0.00,311,8.41,0,0.00,0,0.00,0,168,4.54,,0,0.00
3113,Zagłębie Lubin,17361,Ekstraklasa 18/19,18/19,37,57,1.54,0,0.00,57.00,1.54,0,0.00,0,0.00,0,0.00,162,4.38,139,3.76,0,0.00,301,8.14,0,0.00,0,0.00,0,184,4.97,,0,0.00
3117,Pogoń Szczecin,17361,Ekstraklasa 18/19,18/19,37,57,1.54,0,0.00,57.00,1.54,0,0.00,0,0.00,0,0.00,163,4.41,205,5.54,0,0.00,368,9.95,0,0.00,0,0.00,0,212,5.73,,0,0.00
3121,Lech Poznań,17361,Ekstraklasa 18/19,18/19,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,141,3.81,187,5.05,0,0.00,328,8.86,0,0.00,0,0.00,0,178,4.81,,0,0.00
3122,Wisła Płock,17361,Ekstraklasa 18/19,18/19,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,148,4.00,184,4.97,0,0.00,332,8.97,0,0.00,0,0.00,0,178,4.81,,0,0.00
4901,Cracovia,17361,Ekstraklasa 18/19,18/19,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,146,3.95,203,5.49,0,0.00,349,9.43,0,0.00,0,0.00,0,167,4.51,,0,0.00
5064,MZKS Arka Gdynia,17361,Ekstraklasa 18/19,18/19,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,167,4.51,147,3.97,0,0.00,314,8.49,0,0.00,0,0.00,0,186,5.03,,0,0.00
5065,MKS Korona Kielce,17361,Ekstraklasa 18/19,18/19,37,42,1.14,0,0.00,42.00,1.14,0,0.00,0,0.00,0,0.00,178,4.81,211,5.70,0,0.00,389,10.51,0,0.00,0,0.00,0,198,5.35,,0,0.00
7691,Jagiellonia Białystok,17361,Ekstraklasa 18/19,18/19,37,55,1.49,0,0.00,55.00,1.49,0,0.00,0,0.00,0,0.00,165,4.46,169,4.57,0,0.00,334,9.03,0,0.00,0,0.00,0,169,4.57,,0,0.00
7693,Zagłębie Sosnowiec,17361,Ekstraklasa 18/19,18/19,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,158,4.27,165,4.46,0,0.00,323,8.73,0,0.00,0,0.00,0,182,4.92,,0,0.00
7913,KS Lechia Gdańsk,17361,Ekstraklasa 18/19,18/19,37,54,1.46,0,0.00,54.00,1.46,0,0.00,0,0.00,0,0.00,156,4.22,186,5.03,0,0.00,342,9.24,0,0.00,0,0.00,0,171,4.62,,0,0.00
7918,Piast Gliwice,17361,Ekstraklasa 18/19,18/19,37,57,1.54,0,0.00,57.00,1.54,0,0.00,0,0.00,0,0.00,149,4.03,163,4.41,0,0.00,312,8.43,0,0.00,0,0.00,0,203,5.49,,0,0.00
35330,Miedź Legnica,17361,Ekstraklasa 18/19,18/19,37,40,1.08,0,0.00,40.00,1.08,0,0.00,0,0.00,0,0.00,171,4.62,190,5.14,0,0.00,361,9.76,0,0.00,0,0.00,0,179,4.84,,0,0.00
3106,Legia Warszawa,13350,Ekstraklasa 17/18,17/18,37,55,1.49,0,0.00,55.00,1.49,0,0.00,0,0.00,0,0.00,173,4.68,150,4.05,0,0.00,323,8.73,0,0.00,0,0.00,0,195,5.27,,0,0.00
3108,Śląsk Wrocław,13350,Ekstraklasa 17/18,17/18,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,140,3.78,159,4.30,0,0.00,299,8.08,0,0.00,0,0.00,0,155,4.19,,0,0.00
3110,Górnik Zabrze,13350,Ekstraklasa 17/18,17/18,36,65,1.81,0,0.00,65.00,1.81,0,0.00,0,0.00,0,0.00,181,5.03,168,4.67,0,0.00,349,9.69,0,0.00,0,0.00,0,183,5.08,,0,0.00
3111,Wisła Kraków,13350,Ekstraklasa 17/18,17/18,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,153,4.14,141,3.81,0,0.00,294,7.95,0,0.00,0,0.00,0,192,5.19,,0,0.00
3113,Zagłębie Lubin,13350,Ekstraklasa 17/18,17/18,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,150,4.05,178,4.81,0,0.00,328,8.86,0,0.00,0,0.00,0,195,5.27,,0,0.00
3117,Pogoń Szczecin,13350,Ekstraklasa 17/18,17/18,37,46,1.24,0,0.00,46.00,1.24,0,0.00,0,0.00,0,0.00,176,4.76,172,4.65,0,0.00,348,9.41,0,0.00,0,0.00,0,192,5.19,,0,0.00
3121,Lech Poznań,13350,Ekstraklasa 17/18,17/18,37,53,1.43,0,0.00,53.00,1.43,0,0.00,0,0.00,0,0.00,178,4.81,180,4.86,0,0.00,358,9.68,0,0.00,0,0.00,0,234,6.32,,0,0.00
3122,Wisła Płock,13350,Ekstraklasa 17/18,17/18,37,53,1.43,0,0.00,53.00,1.43,0,0.00,0,0.00,0,0.00,165,4.46,167,4.51,0,0.00,332,8.97,0,0.00,0,0.00,0,182,4.92,,0,0.00
4901,Cracovia,13350,Ekstraklasa 17/18,17/18,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,143,3.86,180,4.86,0,0.00,323,8.73,0,0.00,0,0.00,0,164,4.43,,0,0.00
5064,MZKS Arka Gdynia,13350,Ekstraklasa 17/18,17/18,37,46,1.24,0,0.00,46.00,1.24,0,0.00,0,0.00,0,0.00,144,3.89,164,4.43,0,0.00,308,8.32,0,0.00,0,0.00,0,198,5.35,,0,0.00
5065,MKS Korona Kielce,13350,Ekstraklasa 17/18,17/18,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,160,4.32,183,4.95,0,0.00,343,9.27,0,0.00,0,0.00,0,197,5.32,,0,0.00
7691,Jagiellonia Białystok,13350,Ekstraklasa 17/18,17/18,37,55,1.49,0,0.00,55.00,1.49,0,0.00,0,0.00,0,0.00,162,4.38,195,5.27,0,0.00,357,9.65,0,0.00,0,0.00,0,192,5.19,,0,0.00
7913,KS Lechia Gdańsk,13350,Ekstraklasa 17/18,17/18,37,46,1.24,0,0.00,46.00,1.24,0,0.00,0,0.00,0,0.00,137,3.70,133,3.59,0,0.00,270,7.30,0,0.00,0,0.00,0,180,4.86,,0,0.00
7918,Piast Gliwice,13350,Ekstraklasa 17/18,17/18,36,40,1.11,0,0.00,40.00,1.11,0,0.00,0,0.00,0,0.00,143,3.97,155,4.31,0,0.00,298,8.28,0,0.00,0,0.00,0,136,3.78,,0,0.00
36766,Sandecja Nowy Sącz,13350,Ekstraklasa 17/18,17/18,37,34,0.92,0,0.00,34.00,0.92,0,0.00,0,0.00,0,0.00,114,3.08,146,3.95,0,0.00,260,7.03,0,0.00,0,0.00,0,154,4.16,,0,0.00
36851,Bruk-Bet Termalica Nieciecza,13350,Ekstraklasa 17/18,17/18,37,39,1.05,0,0.00,39.00,1.05,0,0.00,0,0.00,0,0.00,130,3.51,179,4.84,0,0.00,309,8.35,0,0.00,0,0.00,0,173,4.68,,0,0.00
3105,Ruch Chorzów,11734,Ekstraklasa 16/17,16/17,37,42,1.14,0,0.00,42.00,1.14,0,0.00,0,0.00,0,0.00,137,3.70,140,3.78,0,0.00,277,7.49,0,0.00,0,0.00,0,179,4.84,,0,0.00
3106,Legia Warszawa,11734,Ekstraklasa 16/17,16/17,37,70,1.89,0,0.00,70.00,1.89,0,0.00,0,0.00,0,0.00,200,5.41,192,5.19,0,0.00,392,10.59,0,0.00,0,0.00,0,232,6.27,,0,0.00
3108,Śląsk Wrocław,11734,Ekstraklasa 16/17,16/17,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,142,3.84,162,4.38,0,0.00,304,8.22,0,0.00,0,0.00,0,159,4.30,,0,0.00
3111,Wisła Kraków,11734,Ekstraklasa 16/17,16/17,37,54,1.46,0,0.00,54.00,1.46,0,0.00,0,0.00,0,0.00,159,4.30,182,4.92,0,0.00,341,9.22,0,0.00,0,0.00,0,201,5.43,,0,0.00
3113,Zagłębie Lubin,11734,Ekstraklasa 16/17,16/17,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,170,4.59,191,5.16,0,0.00,361,9.76,0,0.00,0,0.00,0,207,5.59,,0,0.00
3117,Pogoń Szczecin,11734,Ekstraklasa 16/17,16/17,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,166,4.49,194,5.24,0,0.00,360,9.73,0,0.00,0,0.00,0,175,4.73,,0,0.00
3121,Lech Poznań,11734,Ekstraklasa 16/17,16/17,37,62,1.68,0,0.00,62.00,1.68,0,0.00,0,0.00,0,0.00,203,5.49,222,6.00,0,0.00,425,11.49,0,0.00,0,0.00,0,227,6.14,,0,0.00
3122,Wisła Płock,11734,Ekstraklasa 16/17,16/17,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,142,3.84,185,5.00,0,0.00,327,8.84,0,0.00,0,0.00,0,200,5.41,,0,0.00
3125,Górnik Łęczna,11734,Ekstraklasa 16/17,16/17,37,47,1.27,0,0.00,47.00,1.27,0,0.00,0,0.00,0,0.00,177,4.78,186,5.03,0,0.00,363,9.81,0,0.00,0,0.00,0,169,4.57,,0,0.00
4901,Cracovia,11734,Ekstraklasa 16/17,16/17,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,194,5.24,220,5.95,0,0.00,414,11.19,0,0.00,0,0.00,0,177,4.78,,0,0.00
5064,MZKS Arka Gdynia,11734,Ekstraklasa 16/17,16/17,37,44,1.19,0,0.00,44.00,1.19,0,0.00,0,0.00,0,0.00,155,4.19,163,4.41,0,0.00,318,8.59,0,0.00,0,0.00,0,177,4.78,,0,0.00
5065,MKS Korona Kielce,11734,Ekstraklasa 16/17,16/17,37,47,1.27,0,0.00,47.00,1.27,0,0.00,0,0.00,0,0.00,172,4.65,193,5.22,0,0.00,365,9.86,0,0.00,0,0.00,0,199,5.38,,0,0.00
7691,Jagiellonia Białystok,11734,Ekstraklasa 16/17,16/17,37,64,1.73,0,0.00,64.00,1.73,0,0.00,0,0.00,0,0.00,175,4.73,202,5.46,0,0.00,377,10.19,0,0.00,0,0.00,0,183,4.95,,0,0.00
7913,KS Lechia Gdańsk,11734,Ekstraklasa 16/17,16/17,37,57,1.54,0,0.00,57.00,1.54,0,0.00,0,0.00,0,0.00,172,4.65,164,4.43,0,0.00,336,9.08,0,0.00,0,0.00,0,208,5.62,,0,0.00
7918,Piast Gliwice,11734,Ekstraklasa 16/17,16/17,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,153,4.14,166,4.49,0,0.00,319,8.62,0,0.00,0,0.00,0,150,4.05,,0,0.00
36851,Bruk-Bet Termalica Nieciecza,11734,Ekstraklasa 16/17,16/17,37,35,0.95,0,0.00,35.00,0.95,0,0.00,0,0.00,0,0.00,141,3.81,177,4.78,0,0.00,318,8.59,0,0.00,0,0.00,0,175,4.73,,0,0.00
3105,Ruch Chorzów,10361,Ekstraklasa 15/16,15/16,35,38,1.09,0,0.00,38.00,1.09,0,0.00,0,0.00,0,0.00,149,4.26,147,4.20,0,0.00,296,8.46,0,0.00,0,0.00,0,170,4.86,,0,0.00
3106,Legia Warszawa,10361,Ekstraklasa 15/16,15/16,36,66,1.83,0,0.00,66.00,1.83,0,0.00,0,0.00,0,0.00,197,5.47,161,4.47,0,0.00,358,9.94,0,0.00,0,0.00,0,229,6.36,,0,0.00
3108,Śląsk Wrocław,10361,Ekstraklasa 15/16,15/16,36,40,1.11,0,0.00,40.00,1.11,0,0.00,0,0.00,0,0.00,187,5.19,180,5.00,0,0.00,367,10.19,0,0.00,0,0.00,0,182,5.06,,0,0.00
3110,Górnik Zabrze,10361,Ekstraklasa 15/16,15/16,36,37,1.03,0,0.00,37.00,1.03,0,0.00,0,0.00,0,0.00,139,3.86,189,5.25,0,0.00,328,9.11,0,0.00,0,0.00,0,192,5.33,,0,0.00
3111,Wisła Kraków,10361,Ekstraklasa 15/16,15/16,35,59,1.69,0,0.00,59.00,1.69,0,0.00,0,0.00,0,0.00,183,5.23,189,5.40,0,0.00,372,10.63,0,0.00,0,0.00,0,180,5.14,,0,0.00
3113,Zagłębie Lubin,10361,Ekstraklasa 15/16,15/16,35,54,1.54,0,0.00,54.00,1.54,0,0.00,0,0.00,0,0.00,168,4.80,176,5.03,0,0.00,344,9.83,0,0.00,0,0.00,0,185,5.29,,0,0.00
3117,Pogoń Szczecin,10361,Ekstraklasa 15/16,15/16,36,41,1.14,0,0.00,41.00,1.14,0,0.00,0,0.00,0,0.00,140,3.89,163,4.53,0,0.00,303,8.42,0,0.00,0,0.00,0,174,4.83,,0,0.00
3121,Lech Poznań,10361,Ekstraklasa 15/16,15/16,35,39,1.11,0,0.00,39.00,1.11,0,0.00,0,0.00,0,0.00,187,5.34,182,5.20,0,0.00,369,10.54,0,0.00,0,0.00,0,192,5.49,,0,0.00
3125,Górnik Łęczna,10361,Ekstraklasa 15/16,15/16,36,38,1.06,0,0.00,38.00,1.06,0,0.00,0,0.00,0,0.00,161,4.47,155,4.31,0,0.00,316,8.78,0,0.00,0,0.00,0,175,4.86,,0,0.00
4901,Cracovia,10361,Ekstraklasa 15/16,15/16,35,64,1.83,0,0.00,64.00,1.83,0,0.00,0,0.00,0,0.00,205,5.86,180,5.14,0,0.00,385,11.00,0,0.00,0,0.00,0,185,5.29,,0,0.00
5065,MKS Korona Kielce,10361,Ekstraklasa 15/16,15/16,35,34,0.97,0,0.00,34.00,0.97,0,0.00,0,0.00,0,0.00,155,4.43,188,5.37,0,0.00,343,9.80,0,0.00,0,0.00,0,160,4.57,,0,0.00
7691,Jagiellonia Białystok,10361,Ekstraklasa 15/16,15/16,35,42,1.20,0,0.00,42.00,1.20,0,0.00,0,0.00,0,0.00,182,5.20,177,5.06,0,0.00,359,10.26,0,0.00,0,0.00,0,194,5.54,,0,0.00
7913,KS Lechia Gdańsk,10361,Ekstraklasa 15/16,15/16,35,52,1.49,0,0.00,52.00,1.49,0,0.00,0,0.00,0,0.00,176,5.03,163,4.66,0,0.00,339,9.69,0,0.00,0,0.00,0,169,4.83,,0,0.00
7918,Piast Gliwice,10361,Ekstraklasa 15/16,15/16,35,59,1.69,0,0.00,59.00,1.69,0,0.00,0,0.00,0,0.00,174,4.97,171,4.89,0,0.00,345,9.86,0,0.00,0,0.00,0,194,5.54,,0,0.00
7919,Podbeskidzie Bielsko-Biała,10361,Ekstraklasa 15/16,15/16,36,44,1.22,0,0.00,44.00,1.22,0,0.00,0,0.00,0,0.00,158,4.39,181,5.03,0,0.00,339,9.42,0,0.00,0,0.00,0,165,4.58,,0,0.00
36851,Bruk-Bet Termalica Nieciecza,10361,Ekstraklasa 15/16,15/16,35,39,1.11,0,0.00,39.00,1.11,0,0.00,0,0.00,0,0.00,152,4.34,162,4.63,0,0.00,314,8.97,0,0.00,0,0.00,0,157,4.49,,0,0.00
3105,Ruch Chorzów,8206,Ekstraklasa 14/15,14/15,37,44,1.19,0,0.00,44.00,1.19,0,0.00,0,0.00,0,0.00,132,3.57,141,3.81,0,0.00,273,7.38,0,0.00,0,0.00,0,144,3.89,,0,0.00
3106,Legia Warszawa,8206,Ekstraklasa 14/15,14/15,37,64,1.73,0,0.00,64.00,1.73,0,0.00,0,0.00,0,0.00,196,5.30,185,5.00,0,0.00,381,10.30,0,0.00,0,0.00,0,234,6.32,,0,0.00
3108,Śląsk Wrocław,8206,Ekstraklasa 14/15,14/15,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,192,5.19,204,5.51,0,0.00,396,10.70,0,0.00,0,0.00,0,219,5.92,,0,0.00
3110,Górnik Zabrze,8206,Ekstraklasa 14/15,14/15,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,141,3.81,164,4.43,0,0.00,305,8.24,0,0.00,0,0.00,0,165,4.46,,0,0.00
3111,Wisła Kraków,8206,Ekstraklasa 14/15,14/15,37,56,1.51,0,0.00,56.00,1.51,0,0.00,0,0.00,0,0.00,172,4.65,191,5.16,0,0.00,363,9.81,0,0.00,0,0.00,0,169,4.57,,0,0.00
3117,Pogoń Szczecin,8206,Ekstraklasa 14/15,14/15,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,140,3.78,188,5.08,0,0.00,328,8.86,0,0.00,0,0.00,0,147,3.97,,0,0.00
3121,Lech Poznań,8206,Ekstraklasa 14/15,14/15,37,67,1.81,0,0.00,67.00,1.81,0,0.00,0,0.00,0,0.00,231,6.24,220,5.95,0,0.00,451,12.19,0,0.00,0,0.00,0,186,5.03,,0,0.00
3125,Górnik Łęczna,8206,Ekstraklasa 14/15,14/15,37,39,1.05,0,0.00,39.00,1.05,0,0.00,0,0.00,0,0.00,162,4.38,184,4.97,0,0.00,346,9.35,0,0.00,0,0.00,0,172,4.65,,0,0.00
3128,GKS Bełchatów,8206,Ekstraklasa 14/15,14/15,37,35,0.95,0,0.00,35.00,0.95,0,0.00,0,0.00,0,0.00,130,3.51,158,4.27,0,0.00,288,7.78,0,0.00,0,0.00,0,157,4.24,,0,0.00
4901,Cracovia,8206,Ekstraklasa 14/15,14/15,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,191,5.16,197,5.32,0,0.00,388,10.49,0,0.00,0,0.00,0,213,5.76,,0,0.00
5065,MKS Korona Kielce,8206,Ekstraklasa 14/15,14/15,37,44,1.19,0,0.00,44.00,1.19,0,0.00,0,0.00,0,0.00,142,3.84,171,4.62,0,0.00,313,8.46,0,0.00,0,0.00,0,188,5.08,,0,0.00
7691,Jagiellonia Białystok,8206,Ekstraklasa 14/15,14/15,37,59,1.59,0,0.00,59.00,1.59,0,0.00,0,0.00,0,0.00,169,4.57,174,4.70,0,0.00,343,9.27,0,0.00,0,0.00,0,157,4.24,,0,0.00
7913,KS Lechia Gdańsk,8206,Ekstraklasa 14/15,14/15,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,196,5.30,223,6.03,0,0.00,419,11.32,0,0.00,0,0.00,0,190,5.14,,0,0.00
7918,Piast Gliwice,8206,Ekstraklasa 14/15,14/15,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,144,3.89,178,4.81,0,0.00,322,8.70,0,0.00,0,0.00,0,176,4.76,,0,0.00
7919,Podbeskidzie Bielsko-Biała,8206,Ekstraklasa 14/15,14/15,37,47,1.27,0,0.00,47.00,1.27,0,0.00,0,0.00,0,0.00,174,4.70,187,5.05,0,0.00,361,9.76,0,0.00,0,0.00,0,189,5.11,,0,0.00
35329,Zawisza Bydgoszcz,8206,Ekstraklasa 14/15,14/15,37,45,1.22,0,0.00,45.00,1.22,0,0.00,0,0.00,0,0.00,166,4.49,163,4.41,0,0.00,329,8.89,0,0.00,0,0.00,0,163,4.41,,0,0.00
3105,Ruch Chorzów,6261,Ekstraklasa 13/14,13/14,37,47,1.27,0,0.00,47.00,1.27,0,0.00,0,0.00,0,0.00,104,2.81,128,3.46,0,0.00,232,6.27,0,0.00,0,0.00,0,130,3.51,,0,0.00
3106,Legia Warszawa,6261,Ekstraklasa 13/14,13/14,36,75,2.08,0,0.00,75.00,2.08,0,0.00,0,0.00,0,0.00,184,5.11,146,4.06,0,0.00,330,9.17,0,0.00,0,0.00,0,176,4.89,,0,0.00
3108,Śląsk Wrocław,6261,Ekstraklasa 13/14,13/14,37,49,1.32,0,0.00,49.00,1.32,0,0.00,0,0.00,0,0.00,120,3.24,142,3.84,0,0.00,262,7.08,0,0.00,0,0.00,0,144,3.89,,0,0.00
3110,Górnik Zabrze,6261,Ekstraklasa 13/14,13/14,37,53,1.43,0,0.00,53.00,1.43,0,0.00,0,0.00,0,0.00,115,3.11,132,3.57,0,0.00,247,6.68,0,0.00,0,0.00,0,137,3.70,,0,0.00
3111,Wisła Kraków,6261,Ekstraklasa 13/14,13/14,37,51,1.38,0,0.00,51.00,1.38,0,0.00,0,0.00,0,0.00,101,2.73,108,2.92,0,0.00,209,5.65,0,0.00,0,0.00,0,125,3.38,,0,0.00
3113,Zagłębie Lubin,6261,Ekstraklasa 13/14,13/14,37,32,0.86,0,0.00,32.00,0.86,0,0.00,0,0.00,0,0.00,125,3.38,160,4.32,0,0.00,285,7.70,0,0.00,0,0.00,0,120,3.24,,0,0.00
3115,Widzew Łódź,6261,Ekstraklasa 13/14,13/14,37,36,0.97,0,0.00,36.00,0.97,0,0.00,0,0.00,0,0.00,85,2.30,115,3.11,0,0.00,200,5.41,0,0.00,0,0.00,0,97,2.62,,0,0.00
3117,Pogoń Szczecin,6261,Ekstraklasa 13/14,13/14,37,50,1.35,0,0.00,50.00,1.35,0,0.00,0,0.00,0,0.00,121,3.27,125,3.38,0,0.00,246,6.65,0,0.00,0,0.00,0,163,4.41,,0,0.00
3121,Lech Poznań,6261,Ekstraklasa 13/14,13/14,37,68,1.84,0,0.00,68.00,1.84,0,0.00,0,0.00,0,0.00,149,4.03,160,4.32,0,0.00,309,8.35,0,0.00,0,0.00,0,160,4.32,,0,0.00
4901,Cracovia,6261,Ekstraklasa 13/14,13/14,37,43,1.16,0,0.00,43.00,1.16,0,0.00,0,0.00,0,0.00,112,3.03,136,3.68,0,0.00,248,6.70,0,0.00,0,0.00,0,98,2.65,,0,0.00
5065,MKS Korona Kielce,6261,Ekstraklasa 13/14,13/14,37,47,1.27,0,0.00,47.00,1.27,0,0.00,0,0.00,0,0.00,131,3.54,125,3.38,0,0.00,256,6.92,0,0.00,0,0.00,0,133,3.59,,0,0.00
7691,Jagiellonia Białystok,6261,Ekstraklasa 13/14,13/14,36,56,1.56,0,0.00,56.00,1.56,0,0.00,0,0.00,0,0.00,123,3.42,120,3.33,0,0.00,243,6.75,0,0.00,0,0.00,0,128,3.56,,0,0.00
